# generated_utc	2026-08-14T18:12:44+00:00
# script	probe_v9.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	2398
route_id	target_neuron	source_index	method	found	string	source_start	source_end	source_span_n_tok	realised_n_tok	dest	target_wins	target_peak	target_peakpos	target_peak_token	target_peak_drift	best_other	best_other_peak	signed_target_margin	reported_delta	runner_up	roundtrip_stable	realised_token_ids	extension_tokens	margin_change_from_certificate	competitor_switched
J5-541-004	541	4	RIGHT_EXTENSION	1	You and I must understand one another, and that too	0	11	11	11	541	1	3.424235	3	 I	1e-06	592	3.129998	0.294236	0.294236	592	1	[1639, 290, 314, 1276, 1833, 530, 1194, 11, 290, 326, 1165]	8	-0.22	1
J5-541-004	541	4	RIGHT_EXTENSION	1	You and I must understand one another, and that too without	0	12	12	12	541	1	3.424235	3	 I	1e-06	592	3.129998	0.294236	0.294236	592	1	[1639, 290, 314, 1276, 1833, 530, 1194, 11, 290, 326, 1165, 1231]	9	-0.22	1
J5-541-004	541	4	RIGHT_EXTENSION	1	You and I must understand one another, and that too without delay	0	13	13	13	541	1	3.424235	3	 I	1e-06	592	3.129998	0.294236	0.294236	592	1	[1639, 290, 314, 1276, 1833, 530, 1194, 11, 290, 326, 1165, 1231, 5711]	10	-0.22	1
J5-541-004	541	4	RIGHT_EXTENSION	1	You and I must understand one another, and that too without delay.	0	14	14	14	541	1	3.424235	3	 I	1e-06	592	3.129998	0.294236	0.294236	592	1	[1639, 290, 314, 1276, 1833, 530, 1194, 11, 290, 326, 1165, 1231, 5711, 13]	11	-0.22	1
J5-541-005	541	5	RIGHT_EXTENSION	1	 now and then	133	136	3	3	541	1	3.729735	3	 then	-0.604287	1888	3.160015	0.56972	0.56972	1888	1	[783, 290, 788]	0	0.0	0
J5-541-005	541	5	RIGHT_EXTENSION	1	 now and then.	133	137	4	4	541	1	3.729735	3	 then	-0.604287	1888	3.160015	0.56972	0.56972	1888	1	[783, 290, 788, 13]	1	0.0	0
J5-541-006	541	6	RIGHT_EXTENSION	1	 here and there	13	16	3	3	541	1	3.824308	3	 there	0.355594	464	2.89608	0.928228	0.928228	464	1	[994, 290, 612]	0	0.0	0
J5-541-006	541	6	RIGHT_EXTENSION	1	 here and there stuck	13	17	4	4	541	1	3.824308	3	 there	0.355594	464	2.89608	0.928228	0.928228	464	1	[994, 290, 612, 7819]	1	0.0	0
J5-541-006	541	6	RIGHT_EXTENSION	1	 here and there stuck over	13	18	5	5	541	1	3.824308	3	 there	0.355594	464	2.89608	0.928228	0.928228	464	1	[994, 290, 612, 7819, 625]	2	0.0	0
J5-541-006	541	6	RIGHT_EXTENSION	1	 here and there stuck over with	13	19	6	6	541	1	3.824308	3	 there	0.355594	464	2.89608	0.928228	0.928228	464	1	[994, 290, 612, 7819, 625, 351]	3	0.0	0
J5-541-006	541	6	RIGHT_EXTENSION	1	 here and there stuck over with large	13	20	7	7	541	1	3.824308	3	 there	0.355594	464	2.89608	0.928228	0.928228	464	1	[994, 290, 612, 7819, 625, 351, 1588]	4	0.0	0
J5-541-006	541	6	RIGHT_EXTENSION	1	 here and there stuck over with large black	13	21	8	8	541	1	3.824308	3	 there	0.355594	464	2.89608	0.928228	0.928228	464	1	[994, 290, 612, 7819, 625, 351, 1588, 2042]	5	0.0	0
J5-541-006	541	6	RIGHT_EXTENSION	1	 here and there stuck over with large blackish	13	22	9	9	541	1	3.824308	3	 there	0.355594	464	2.89608	0.928228	0.928228	464	1	[994, 290, 612, 7819, 625, 351, 1588, 2042, 680]	6	0.0	0
J5-541-006	541	6	RIGHT_EXTENSION	1	 here and there stuck over with large blackish looking	13	23	10	10	541	1	3.824308	3	 there	0.355594	464	2.89608	0.928228	0.928228	464	1	[994, 290, 612, 7819, 625, 351, 1588, 2042, 680, 2045]	7	0.0	0
J5-541-006	541	6	RIGHT_EXTENSION	1	 here and there stuck over with large blackish looking squares	13	24	11	11	541	1	3.824308	3	 there	0.355594	464	2.89608	0.928228	0.928228	464	1	[994, 290, 612, 7819, 625, 351, 1588, 2042, 680, 2045, 24438]	8	0.0	0
J5-541-006	541	6	RIGHT_EXTENSION	1	 here and there stuck over with large blackish looking squares.	13	25	12	12	541	1	3.824308	3	 there	0.355594	464	2.89608	0.928228	0.928228	464	1	[994, 290, 612, 7819, 625, 351, 1588, 2042, 680, 2045, 24438, 13]	9	0.0	0
J5-541-007	541	7	RIGHT_EXTENSION	1	 one by one	16	19	3	3	541	1	4.760399	3	 one	0.982195	1888	3.443679	1.31672	1.31672	1888	1	[530, 416, 530]	0	0.0	0
J5-541-007	541	7	RIGHT_EXTENSION	1	 one by one,	16	20	4	4	541	1	4.760399	3	 one	0.982195	1888	3.443679	1.31672	1.31672	1888	1	[530, 416, 530, 11]	1	0.0	0
J5-541-007	541	7	RIGHT_EXTENSION	1	 one by one, in	16	21	5	5	541	1	4.760399	3	 one	0.982195	1888	3.443679	1.31672	1.31672	1888	1	[530, 416, 530, 11, 287]	2	0.0	0
J5-541-007	541	7	RIGHT_EXTENSION	1	 one by one, in fixed	16	22	6	6	541	1	4.760399	3	 one	0.982195	1888	3.443679	1.31672	1.31672	1888	1	[530, 416, 530, 11, 287, 5969]	3	0.0	0
J5-541-007	541	7	RIGHT_EXTENSION	1	 one by one, in fixed reality	16	23	7	7	541	1	4.760399	3	 one	0.982195	1888	3.443679	1.31672	1.31672	1888	1	[530, 416, 530, 11, 287, 5969, 3950]	4	0.0	0
J5-541-007	541	7	RIGHT_EXTENSION	1	 one by one, in fixed reality,	16	24	8	8	541	1	4.760399	3	 one	0.982195	1888	3.443679	1.31672	1.31672	1888	1	[530, 416, 530, 11, 287, 5969, 3950, 11]	5	0.0	0
J5-541-007	541	7	RIGHT_EXTENSION	1	 one by one, in fixed reality, and	16	25	9	9	541	1	4.760399	3	 one	0.982195	1888	3.443679	1.31672	1.31672	1888	1	[530, 416, 530, 11, 287, 5969, 3950, 11, 290]	6	0.0	0
J5-541-007	541	7	RIGHT_EXTENSION	1	 one by one, in fixed reality, and then	16	26	10	10	541	1	4.760399	3	 one	0.982195	1888	3.443679	1.31672	1.31672	1888	1	[530, 416, 530, 11, 287, 5969, 3950, 11, 290, 788]	7	0.0	0
J5-541-007	541	7	RIGHT_EXTENSION	1	 one by one, in fixed reality, and then I	16	27	11	11	541	1	4.760399	3	 one	0.982195	1888	3.443679	1.31672	1.31672	1888	1	[530, 416, 530, 11, 287, 5969, 3950, 11, 290, 788, 314]	8	0.0	0
J5-541-007	541	7	RIGHT_EXTENSION	1	 one by one, in fixed reality, and then I lay	16	28	12	12	541	1	4.760399	3	 one	0.982195	1888	3.443679	1.31672	1.31672	1888	1	[530, 416, 530, 11, 287, 5969, 3950, 11, 290, 788, 314, 3830]	9	0.0	0
J5-541-007	541	7	RIGHT_EXTENSION	1	 one by one, in fixed reality, and then I lay only	16	29	13	13	541	1	4.760399	3	 one	0.982195	1888	3.443679	1.31672	1.31672	1888	1	[530, 416, 530, 11, 287, 5969, 3950, 11, 290, 788, 314, 3830, 691]	10	0.0	0
J5-541-007	541	7	RIGHT_EXTENSION	1	 one by one, in fixed reality, and then I lay only alive	16	30	14	14	541	1	4.760399	3	 one	0.982195	1888	3.443679	1.31672	1.31672	1888	1	[530, 416, 530, 11, 287, 5969, 3950, 11, 290, 788, 314, 3830, 691, 6776]	11	0.0	0
J5-541-007	541	7	RIGHT_EXTENSION	1	 one by one, in fixed reality, and then I lay only alive to	16	31	15	15	541	1	4.760399	3	 one	0.982195	1888	3.443679	1.31672	1.31672	1888	1	[530, 416, 530, 11, 287, 5969, 3950, 11, 290, 788, 314, 3830, 691, 6776, 284]	12	0.0	0
J5-541-007	541	7	RIGHT_EXTENSION	1	 one by one, in fixed reality, and then I lay only alive to the	16	32	16	16	541	1	4.760399	3	 one	0.982195	1888	3.443679	1.31672	1.31672	1888	1	[530, 416, 530, 11, 287, 5969, 3950, 11, 290, 788, 314, 3830, 691, 6776, 284, 262]	13	0.0	0
J5-541-007	541	7	RIGHT_EXTENSION	1	 one by one, in fixed reality, and then I lay only alive to the com	16	33	17	17	541	1	4.760399	3	 one	0.982195	1888	3.443679	1.31672	1.31672	1888	1	[530, 416, 530, 11, 287, 5969, 3950, 11, 290, 788, 314, 3830, 691, 6776, 284, 262, 401]	14	0.0	0
J5-541-007	541	7	RIGHT_EXTENSION	1	 one by one, in fixed reality, and then I lay only alive to the comical	16	34	18	18	541	1	4.760399	3	 one	0.982195	1888	3.443679	1.31672	1.31672	1888	1	[530, 416, 530, 11, 287, 5969, 3950, 11, 290, 788, 314, 3830, 691, 6776, 284, 262, 401, 605]	15	0.0	0
J5-541-007	541	7	RIGHT_EXTENSION	1	 one by one, in fixed reality, and then I lay only alive to the comical predicament	16	35	19	19	541	1	4.760399	3	 one	0.982195	1888	3.443679	1.31672	1.31672	1888	1	[530, 416, 530, 11, 287, 5969, 3950, 11, 290, 788, 314, 3830, 691, 6776, 284, 262, 401, 605, 44472]	16	0.0	0
J5-541-007	541	7	RIGHT_EXTENSION	1	 one by one, in fixed reality, and then I lay only alive to the comical predicament.	16	36	20	20	541	1	4.760399	3	 one	0.982195	1888	3.443679	1.31672	1.31672	1888	1	[530, 416, 530, 11, 287, 5969, 3950, 11, 290, 788, 314, 3830, 691, 6776, 284, 262, 401, 605, 44472, 13]	17	0.0	0
J5-541-008	541	8	RIGHT_EXTENSION	1	, zone by zone	27	31	4	4	541	1	3.22141	4	 zone	-1.261729	2566	2.473281	0.74813	0.74813	2566	1	[11, 6516, 416, 6516]	0	0.0	0
J5-541-008	541	8	RIGHT_EXTENSION	1	, zone by zone.	27	32	5	5	541	1	3.22141	4	 zone	-1.261729	2566	2.473281	0.74813	0.74813	2566	1	[11, 6516, 416, 6516, 13]	1	0.0	0
J5-541-009	541	9	RIGHT_EXTENSION	1	Wave after wave	0	3	3	3	541	1	3.763645	3	 wave	0.0	1738	3.584898	0.178747	0.178747	1738	1	[39709, 706, 6769]	0	0.0	0
J5-541-009	541	9	RIGHT_EXTENSION	1	Wave after wave thus	0	4	4	4	541	1	3.763645	3	 wave	0.0	1738	3.584898	0.178747	0.178747	1738	1	[39709, 706, 6769, 4145]	1	0.0	0
J5-541-009	541	9	RIGHT_EXTENSION	1	Wave after wave thus leaps	0	5	5	5	541	1	3.763645	3	 wave	0.0	1738	3.584898	0.178747	0.178747	1738	1	[39709, 706, 6769, 4145, 37312]	2	0.0	0
J5-541-009	541	9	RIGHT_EXTENSION	1	Wave after wave thus leaps into	0	6	6	6	541	1	3.763645	3	 wave	0.0	1738	3.584898	0.178747	0.178747	1738	1	[39709, 706, 6769, 4145, 37312, 656]	3	0.0	0
J5-541-009	541	9	RIGHT_EXTENSION	1	Wave after wave thus leaps into the	0	7	7	7	541	1	3.763645	3	 wave	0.0	1738	3.584898	0.178747	0.178747	1738	1	[39709, 706, 6769, 4145, 37312, 656, 262]	4	0.0	0
J5-541-009	541	9	RIGHT_EXTENSION	1	Wave after wave thus leaps into the ship	0	8	8	8	541	1	3.763645	3	 wave	0.0	1738	3.584898	0.178747	0.178747	1738	1	[39709, 706, 6769, 4145, 37312, 656, 262, 4074]	5	0.0	0
J5-541-009	541	9	RIGHT_EXTENSION	1	Wave after wave thus leaps into the ship,	0	9	9	9	541	1	3.763645	3	 wave	0.0	1738	3.584898	0.178747	0.178747	1738	1	[39709, 706, 6769, 4145, 37312, 656, 262, 4074, 11]	6	0.0	0
J5-541-009	541	9	RIGHT_EXTENSION	1	Wave after wave thus leaps into the ship, and	0	10	10	10	541	1	3.763645	3	 wave	0.0	1738	3.584898	0.178747	0.178747	1738	1	[39709, 706, 6769, 4145, 37312, 656, 262, 4074, 11, 290]	7	0.0	0
J5-541-009	541	9	RIGHT_EXTENSION	1	Wave after wave thus leaps into the ship, and finding	0	11	11	11	541	1	3.763645	3	 wave	0.0	1738	3.584898	0.178747	0.178747	1738	1	[39709, 706, 6769, 4145, 37312, 656, 262, 4074, 11, 290, 4917]	8	0.0	0
J5-541-009	541	9	RIGHT_EXTENSION	1	Wave after wave thus leaps into the ship, and finding no	0	12	12	12	541	1	3.763645	3	 wave	0.0	1738	3.584898	0.178747	0.178747	1738	1	[39709, 706, 6769, 4145, 37312, 656, 262, 4074, 11, 290, 4917, 645]	9	0.0	0
J5-541-009	541	9	RIGHT_EXTENSION	1	Wave after wave thus leaps into the ship, and finding no speedy	0	13	13	13	541	1	3.763645	3	 wave	0.0	1738	3.584898	0.178747	0.178747	1738	1	[39709, 706, 6769, 4145, 37312, 656, 262, 4074, 11, 290, 4917, 645, 35564]	10	0.0	0
J5-541-009	541	9	RIGHT_EXTENSION	1	Wave after wave thus leaps into the ship, and finding no speedy vent	0	14	14	14	541	1	3.763645	3	 wave	0.0	1738	3.584898	0.178747	0.178747	1738	1	[39709, 706, 6769, 4145, 37312, 656, 262, 4074, 11, 290, 4917, 645, 35564, 7435]	11	0.0	0
J5-541-009	541	9	RIGHT_EXTENSION	1	Wave after wave thus leaps into the ship, and finding no speedy vent runs	0	15	15	15	541	1	3.763645	3	 wave	0.0	1738	3.584898	0.178747	0.178747	1738	1	[39709, 706, 6769, 4145, 37312, 656, 262, 4074, 11, 290, 4917, 645, 35564, 7435, 4539]	12	0.0	0
J5-541-009	541	9	RIGHT_EXTENSION	1	Wave after wave thus leaps into the ship, and finding no speedy vent runs roaring	0	16	16	16	541	1	3.763645	3	 wave	0.0	1738	3.584898	0.178747	0.178747	1738	1	[39709, 706, 6769, 4145, 37312, 656, 262, 4074, 11, 290, 4917, 645, 35564, 7435, 4539, 43170]	13	0.0	0
J5-541-009	541	9	RIGHT_EXTENSION	1	Wave after wave thus leaps into the ship, and finding no speedy vent runs roaring fore	0	17	17	17	541	1	3.763645	3	 wave	0.0	1738	3.584898	0.178747	0.178747	1738	1	[39709, 706, 6769, 4145, 37312, 656, 262, 4074, 11, 290, 4917, 645, 35564, 7435, 4539, 43170, 1674]	14	0.0	0
J5-541-009	541	9	RIGHT_EXTENSION	1	Wave after wave thus leaps into the ship, and finding no speedy vent runs roaring fore and	0	18	18	18	541	1	3.763645	3	 wave	0.0	1738	3.584898	0.178747	0.178747	1738	1	[39709, 706, 6769, 4145, 37312, 656, 262, 4074, 11, 290, 4917, 645, 35564, 7435, 4539, 43170, 1674, 290]	15	0.0	0
J5-541-009	541	9	RIGHT_EXTENSION	1	Wave after wave thus leaps into the ship, and finding no speedy vent runs roaring fore and aft	0	19	19	19	541	1	3.763645	3	 wave	0.0	1738	3.584898	0.178747	0.178747	1738	1	[39709, 706, 6769, 4145, 37312, 656, 262, 4074, 11, 290, 4917, 645, 35564, 7435, 4539, 43170, 1674, 290, 46088]	16	0.0	0
J5-541-009	541	9	RIGHT_EXTENSION	1	Wave after wave thus leaps into the ship, and finding no speedy vent runs roaring fore and aft,	0	20	20	20	541	1	3.763645	3	 wave	0.0	1738	3.584898	0.178747	0.178747	1738	1	[39709, 706, 6769, 4145, 37312, 656, 262, 4074, 11, 290, 4917, 645, 35564, 7435, 4539, 43170, 1674, 290, 46088, 11]	17	0.0	0
J5-541-009	541	9	RIGHT_EXTENSION	1	Wave after wave thus leaps into the ship, and finding no speedy vent runs roaring fore and aft, till	0	21	21	21	541	1	3.763645	3	 wave	0.0	1738	3.584898	0.178747	0.178747	1738	1	[39709, 706, 6769, 4145, 37312, 656, 262, 4074, 11, 290, 4917, 645, 35564, 7435, 4539, 43170, 1674, 290, 46088, 11, 10597]	18	0.0	0
J5-541-009	541	9	RIGHT_EXTENSION	1	Wave after wave thus leaps into the ship, and finding no speedy vent runs roaring fore and aft, till the	0	22	22	22	541	1	3.763645	3	 wave	0.0	1738	3.584898	0.178747	0.178747	1738	1	[39709, 706, 6769, 4145, 37312, 656, 262, 4074, 11, 290, 4917, 645, 35564, 7435, 4539, 43170, 1674, 290, 46088, 11, 10597, 262]	19	0.0	0
J5-541-009	541	9	RIGHT_EXTENSION	1	Wave after wave thus leaps into the ship, and finding no speedy vent runs roaring fore and aft, till the mar	0	23	23	23	541	1	3.763645	3	 wave	0.0	1738	3.584898	0.178747	0.178747	1738	1	[39709, 706, 6769, 4145, 37312, 656, 262, 4074, 11, 290, 4917, 645, 35564, 7435, 4539, 43170, 1674, 290, 46088, 11, 10597, 262, 1667]	20	0.0	0
J5-541-009	541	9	RIGHT_EXTENSION	1	Wave after wave thus leaps into the ship, and finding no speedy vent runs roaring fore and aft, till the mariners	0	24	24	24	541	1	3.763645	3	 wave	0.0	1738	3.584898	0.178747	0.178747	1738	1	[39709, 706, 6769, 4145, 37312, 656, 262, 4074, 11, 290, 4917, 645, 35564, 7435, 4539, 43170, 1674, 290, 46088, 11, 10597, 262, 1667, 21257]	21	0.0	0
