# generated_utc	2026-08-14T19:14:46+00:00
# script	probe_v11.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	78
branch	variant	carrier_id	n	retained_541_n	retained_541_rate	raw_completion_541_mean	raw_completion_541_median	raw_completion_increment_mean	raw_completion_increment_median	peak_541_mean	peak_541_median	signed_541_margin_mean	signed_541_margin_median	completion_is_target_peak_n	member_case_ids
FRAME_CROSS	ARBITRARY_NO_CONNECTOR	BARE	12	0	0.0	-0.11046	-0.114718	-0.00289	0.00122	-0.000102	-0.000102	-2.90119	-2.930708	0	["FRAME_CROSS__AFTER_WAVE__ARBITRARY_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__AFTER_DAY__ARBITRARY_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__AFTER_MILE__ARBITRARY_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__BY_ONE__ARBITRARY_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__BY_ZONE__ARBITRARY_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__BY_STEP__ARBITRARY_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__AND_ROUND__ARBITRARY_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__AND_AGAIN__ARBITRARY_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__AND_TIME__ARBITRARY_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__TO_HAND__ARBITRARY_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__TO_FACE__ARBITRARY_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__TO_SHOULDER__ARBITRARY_NO_CONNECTOR__BARE__NONE"]
FRAME_CROSS	ARBITRARY_NO_CONNECTOR	THEY_SAID	12	0	0.0	-0.12436	-0.136132	-0.055046	-0.048548	-0.000102	-0.000102	-2.579512	-2.504823	0	["FRAME_CROSS__AFTER_WAVE__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE", "FRAME_CROSS__AFTER_DAY__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE", "FRAME_CROSS__AFTER_MILE__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE", "FRAME_CROSS__BY_ONE__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE", "FRAME_CROSS__BY_ZONE__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE", "FRAME_CROSS__BY_STEP__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE", "FRAME_CROSS__AND_ROUND__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE", "FRAME_CROSS__AND_AGAIN__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE", "FRAME_CROSS__AND_TIME__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE", "FRAME_CROSS__TO_HAND__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE", "FRAME_CROSS__TO_FACE__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE", "FRAME_CROSS__TO_SHOULDER__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE"]
FRAME_CROSS	ARBITRARY_NO_CONNECTOR	THE_PHRASE	12	0	0.0	-0.131846	-0.144527	-0.076571	-0.096393	-0.000102	-0.000102	-3.256648	-3.23325	0	["FRAME_CROSS__AFTER_WAVE__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__AFTER_DAY__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__AFTER_MILE__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__BY_ONE__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__BY_ZONE__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__BY_STEP__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__AND_ROUND__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__AND_AGAIN__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__AND_TIME__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__TO_HAND__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__TO_FACE__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__TO_SHOULDER__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE"]
FRAME_CROSS	ARBITRARY_NO_CONNECTOR	V9_SPACE	12	0	0.0	-0.138853	-0.148178	-0.020217	-0.021943	-0.000102	-0.000102	-3.456938	-3.450267	0	["FRAME_CROSS__AFTER_WAVE__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__AFTER_DAY__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__AFTER_MILE__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__BY_ONE__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__BY_ZONE__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__BY_STEP__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__AND_ROUND__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__AND_AGAIN__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__AND_TIME__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__TO_HAND__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__TO_FACE__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__TO_SHOULDER__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE"]
FRAME_CROSS	ARBITRARY_REPEAT	BARE	12	0	0.0	0.927467	0.61129	0.972375	0.682307	0.952375	0.61129	-2.085003	-2.154799	9	["FRAME_CROSS__AFTER_WAVE__ARBITRARY_REPEAT__BARE__NONE", "FRAME_CROSS__AFTER_DAY__ARBITRARY_REPEAT__BARE__NONE", "FRAME_CROSS__AFTER_MILE__ARBITRARY_REPEAT__BARE__NONE", "FRAME_CROSS__BY_ONE__ARBITRARY_REPEAT__BARE__NONE", "FRAME_CROSS__BY_ZONE__ARBITRARY_REPEAT__BARE__NONE", "FRAME_CROSS__BY_STEP__ARBITRARY_REPEAT__BARE__NONE", "FRAME_CROSS__AND_ROUND__ARBITRARY_REPEAT__BARE__NONE", "FRAME_CROSS__AND_AGAIN__ARBITRARY_REPEAT__BARE__NONE", "FRAME_CROSS__AND_TIME__ARBITRARY_REPEAT__BARE__NONE", "FRAME_CROSS__TO_HAND__ARBITRARY_REPEAT__BARE__NONE", "FRAME_CROSS__TO_FACE__ARBITRARY_REPEAT__BARE__NONE", "FRAME_CROSS__TO_SHOULDER__ARBITRARY_REPEAT__BARE__NONE"]
FRAME_CROSS	ARBITRARY_REPEAT	THEY_SAID	12	0	0.0	1.757574	1.645385	1.771629	1.650444	1.757574	1.645385	-1.104114	-1.134539	12	["FRAME_CROSS__AFTER_WAVE__ARBITRARY_REPEAT__THEY_SAID__NONE", "FRAME_CROSS__AFTER_DAY__ARBITRARY_REPEAT__THEY_SAID__NONE", "FRAME_CROSS__AFTER_MILE__ARBITRARY_REPEAT__THEY_SAID__NONE", "FRAME_CROSS__BY_ONE__ARBITRARY_REPEAT__THEY_SAID__NONE", "FRAME_CROSS__BY_ZONE__ARBITRARY_REPEAT__THEY_SAID__NONE", "FRAME_CROSS__BY_STEP__ARBITRARY_REPEAT__THEY_SAID__NONE", "FRAME_CROSS__AND_ROUND__ARBITRARY_REPEAT__THEY_SAID__NONE", "FRAME_CROSS__AND_AGAIN__ARBITRARY_REPEAT__THEY_SAID__NONE", "FRAME_CROSS__AND_TIME__ARBITRARY_REPEAT__THEY_SAID__NONE", "FRAME_CROSS__TO_HAND__ARBITRARY_REPEAT__THEY_SAID__NONE", "FRAME_CROSS__TO_FACE__ARBITRARY_REPEAT__THEY_SAID__NONE", "FRAME_CROSS__TO_SHOULDER__ARBITRARY_REPEAT__THEY_SAID__NONE"]
FRAME_CROSS	ARBITRARY_REPEAT	THE_PHRASE	12	0	0.0	1.345724	1.197448	1.365157	1.214272	1.345724	1.197448	-1.937393	-2.035698	12	["FRAME_CROSS__AFTER_WAVE__ARBITRARY_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__AFTER_DAY__ARBITRARY_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__AFTER_MILE__ARBITRARY_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__BY_ONE__ARBITRARY_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__BY_ZONE__ARBITRARY_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__BY_STEP__ARBITRARY_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__AND_ROUND__ARBITRARY_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__AND_AGAIN__ARBITRARY_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__AND_TIME__ARBITRARY_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__TO_HAND__ARBITRARY_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__TO_FACE__ARBITRARY_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__TO_SHOULDER__ARBITRARY_REPEAT__THE_PHRASE__NONE"]
FRAME_CROSS	ARBITRARY_REPEAT	V9_SPACE	12	0	0.0	1.596799	1.598934	1.62822	1.618708	1.599926	1.598934	-1.867216	-1.809098	11	["FRAME_CROSS__AFTER_WAVE__ARBITRARY_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__AFTER_DAY__ARBITRARY_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__AFTER_MILE__ARBITRARY_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__BY_ONE__ARBITRARY_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__BY_ZONE__ARBITRARY_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__BY_STEP__ARBITRARY_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__AND_ROUND__ARBITRARY_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__AND_AGAIN__ARBITRARY_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__AND_TIME__ARBITRARY_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__TO_HAND__ARBITRARY_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__TO_FACE__ARBITRARY_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__TO_SHOULDER__ARBITRARY_REPEAT__V9_SPACE__NONE"]
FRAME_CROSS	KNOWN_ARBITRARY	BARE	12	0	0.0	0.121215	-0.048043	0.195205	0.060126	0.186733	-0.000102	-2.709082	-2.840494	5	["FRAME_CROSS__AFTER_WAVE__KNOWN_ARBITRARY__BARE__NONE", "FRAME_CROSS__AFTER_DAY__KNOWN_ARBITRARY__BARE__NONE", "FRAME_CROSS__AFTER_MILE__KNOWN_ARBITRARY__BARE__NONE", "FRAME_CROSS__BY_ONE__KNOWN_ARBITRARY__BARE__NONE", "FRAME_CROSS__BY_ZONE__KNOWN_ARBITRARY__BARE__NONE", "FRAME_CROSS__BY_STEP__KNOWN_ARBITRARY__BARE__NONE", "FRAME_CROSS__AND_ROUND__KNOWN_ARBITRARY__BARE__NONE", "FRAME_CROSS__AND_AGAIN__KNOWN_ARBITRARY__BARE__NONE", "FRAME_CROSS__AND_TIME__KNOWN_ARBITRARY__BARE__NONE", "FRAME_CROSS__TO_HAND__KNOWN_ARBITRARY__BARE__NONE", "FRAME_CROSS__TO_FACE__KNOWN_ARBITRARY__BARE__NONE", "FRAME_CROSS__TO_SHOULDER__KNOWN_ARBITRARY__BARE__NONE"]
FRAME_CROSS	KNOWN_ARBITRARY	THEY_SAID	12	0	0.0	0.116143	-0.090552	0.159162	-0.074208	0.194162	-0.000102	-2.721493	-2.647274	4	["FRAME_CROSS__AFTER_WAVE__KNOWN_ARBITRARY__THEY_SAID__NONE", "FRAME_CROSS__AFTER_DAY__KNOWN_ARBITRARY__THEY_SAID__NONE", "FRAME_CROSS__AFTER_MILE__KNOWN_ARBITRARY__THEY_SAID__NONE", "FRAME_CROSS__BY_ONE__KNOWN_ARBITRARY__THEY_SAID__NONE", "FRAME_CROSS__BY_ZONE__KNOWN_ARBITRARY__THEY_SAID__NONE", "FRAME_CROSS__BY_STEP__KNOWN_ARBITRARY__THEY_SAID__NONE", "FRAME_CROSS__AND_ROUND__KNOWN_ARBITRARY__THEY_SAID__NONE", "FRAME_CROSS__AND_AGAIN__KNOWN_ARBITRARY__THEY_SAID__NONE", "FRAME_CROSS__AND_TIME__KNOWN_ARBITRARY__THEY_SAID__NONE", "FRAME_CROSS__TO_HAND__KNOWN_ARBITRARY__THEY_SAID__NONE", "FRAME_CROSS__TO_FACE__KNOWN_ARBITRARY__THEY_SAID__NONE", "FRAME_CROSS__TO_SHOULDER__KNOWN_ARBITRARY__THEY_SAID__NONE"]
FRAME_CROSS	KNOWN_ARBITRARY	THE_PHRASE	12	0	0.0	0.123603	0.045379	0.183846	0.148095	0.186208	0.066738	-3.10033	-3.233248	6	["FRAME_CROSS__AFTER_WAVE__KNOWN_ARBITRARY__THE_PHRASE__NONE", "FRAME_CROSS__AFTER_DAY__KNOWN_ARBITRARY__THE_PHRASE__NONE", "FRAME_CROSS__AFTER_MILE__KNOWN_ARBITRARY__THE_PHRASE__NONE", "FRAME_CROSS__BY_ONE__KNOWN_ARBITRARY__THE_PHRASE__NONE", "FRAME_CROSS__BY_ZONE__KNOWN_ARBITRARY__THE_PHRASE__NONE", "FRAME_CROSS__BY_STEP__KNOWN_ARBITRARY__THE_PHRASE__NONE", "FRAME_CROSS__AND_ROUND__KNOWN_ARBITRARY__THE_PHRASE__NONE", "FRAME_CROSS__AND_AGAIN__KNOWN_ARBITRARY__THE_PHRASE__NONE", "FRAME_CROSS__AND_TIME__KNOWN_ARBITRARY__THE_PHRASE__NONE", "FRAME_CROSS__TO_HAND__KNOWN_ARBITRARY__THE_PHRASE__NONE", "FRAME_CROSS__TO_FACE__KNOWN_ARBITRARY__THE_PHRASE__NONE", "FRAME_CROSS__TO_SHOULDER__KNOWN_ARBITRARY__THE_PHRASE__NONE"]
FRAME_CROSS	KNOWN_ARBITRARY	V9_SPACE	12	0	0.0	0.018337	-0.117816	0.081974	0.008049	0.100494	-0.000102	-3.214513	-3.275848	5	["FRAME_CROSS__AFTER_WAVE__KNOWN_ARBITRARY__V9_SPACE__NONE", "FRAME_CROSS__AFTER_DAY__KNOWN_ARBITRARY__V9_SPACE__NONE", "FRAME_CROSS__AFTER_MILE__KNOWN_ARBITRARY__V9_SPACE__NONE", "FRAME_CROSS__BY_ONE__KNOWN_ARBITRARY__V9_SPACE__NONE", "FRAME_CROSS__BY_ZONE__KNOWN_ARBITRARY__V9_SPACE__NONE", "FRAME_CROSS__BY_STEP__KNOWN_ARBITRARY__V9_SPACE__NONE", "FRAME_CROSS__AND_ROUND__KNOWN_ARBITRARY__V9_SPACE__NONE", "FRAME_CROSS__AND_AGAIN__KNOWN_ARBITRARY__V9_SPACE__NONE", "FRAME_CROSS__AND_TIME__KNOWN_ARBITRARY__V9_SPACE__NONE", "FRAME_CROSS__TO_HAND__KNOWN_ARBITRARY__V9_SPACE__NONE", "FRAME_CROSS__TO_FACE__KNOWN_ARBITRARY__V9_SPACE__NONE", "FRAME_CROSS__TO_SHOULDER__KNOWN_ARBITRARY__V9_SPACE__NONE"]
