# generated_utc	2026-08-14T18:12:44+00:00
# script	probe_v9.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	2721
route_id	target_neuron	source_index	method	found	string	source_start	source_end	source_span_n_tok	realised_n_tok	dest	target_wins	target_peak	target_peakpos	target_peak_token	target_peak_drift	best_other	best_other_peak	signed_target_margin	reported_delta	runner_up	roundtrip_stable	realised_token_ids	is_token_min	is_margin_max	is_pareto
J5-541-002	541	2	ANCHORED_LADDER	1	t stop up the chinks and the crannies though, and thrust in a little lint here and there	7	30	23	23	541	1	3.903206	23	 there	-0.140556	2874	3.11559	0.787616	0.787616	2874	1	[83, 2245, 510, 262, 442, 2973, 290, 262, 1067, 1236, 444, 996, 11, 290, 14613, 287, 257, 1310, 300, 600, 994, 290, 612]	0	0	0
J5-541-002	541	2	ANCHORED_LADDER	1	 stop up the chinks and the crannies though, and thrust in a little lint here and there	8	30	22	22	541	1	3.904107	22	 there	-0.139655	2874	3.094523	0.809584	0.809584	2874	1	[2245, 510, 262, 442, 2973, 290, 262, 1067, 1236, 444, 996, 11, 290, 14613, 287, 257, 1310, 300, 600, 994, 290, 612]	0	0	0
J5-541-002	541	2	ANCHORED_LADDER	1	 up the chinks and the crannies though, and thrust in a little lint here and there	9	30	21	21	541	1	3.906167	21	 there	-0.137595	2874	3.094654	0.811513	0.811513	2874	1	[510, 262, 442, 2973, 290, 262, 1067, 1236, 444, 996, 11, 290, 14613, 287, 257, 1310, 300, 600, 994, 290, 612]	0	0	0
J5-541-002	541	2	ANCHORED_LADDER	1	 the chinks and the crannies though, and thrust in a little lint here and there	10	30	20	20	541	1	3.966147	20	 there	-0.077615	1888	3.285954	0.680192	0.680192	1888	1	[262, 442, 2973, 290, 262, 1067, 1236, 444, 996, 11, 290, 14613, 287, 257, 1310, 300, 600, 994, 290, 612]	0	0	0
J5-541-002	541	2	ANCHORED_LADDER	1	 chinks and the crannies though, and thrust in a little lint here and there	11	30	19	19	541	1	3.898987	19	 there	-0.144775	1888	3.518484	0.380503	0.380503	1888	1	[442, 2973, 290, 262, 1067, 1236, 444, 996, 11, 290, 14613, 287, 257, 1310, 300, 600, 994, 290, 612]	0	0	0
J5-541-002	541	2	ANCHORED_LADDER	1	inks and the crannies though, and thrust in a little lint here and there	12	30	18	18	541	1	3.817873	18	 there	-0.225889	2874	3.163213	0.65466	0.65466	2874	1	[2973, 290, 262, 1067, 1236, 444, 996, 11, 290, 14613, 287, 257, 1310, 300, 600, 994, 290, 612]	0	0	0
J5-541-002	541	2	ANCHORED_LADDER	1	 and the crannies though, and thrust in a little lint here and there	13	30	17	17	541	1	3.916972	17	 there	-0.12679	2874	3.158994	0.757978	0.757978	2874	1	[290, 262, 1067, 1236, 444, 996, 11, 290, 14613, 287, 257, 1310, 300, 600, 994, 290, 612]	0	0	0
J5-541-002	541	2	ANCHORED_LADDER	1	 the crannies though, and thrust in a little lint here and there	14	30	16	16	541	1	4.035398	16	 there	-0.008364	1888	3.285954	0.749443	0.749443	1888	1	[262, 1067, 1236, 444, 996, 11, 290, 14613, 287, 257, 1310, 300, 600, 994, 290, 612]	0	0	0
J5-541-002	541	2	ANCHORED_LADDER	1	 crannies though, and thrust in a little lint here and there	15	30	15	15	541	1	3.975219	15	 there	-0.068543	1888	3.175756	0.799463	0.799463	1888	1	[1067, 1236, 444, 996, 11, 290, 14613, 287, 257, 1310, 300, 600, 994, 290, 612]	0	0	0
J5-541-002	541	2	ANCHORED_LADDER	1	annies though, and thrust in a little lint here and there	16	30	14	14	541	1	3.95295	14	 there	-0.090812	2874	3.146607	0.806343	0.806343	2874	1	[1236, 444, 996, 11, 290, 14613, 287, 257, 1310, 300, 600, 994, 290, 612]	0	0	0
J5-541-002	541	2	ANCHORED_LADDER	1	ies though, and thrust in a little lint here and there	17	30	13	13	541	1	3.98298	13	 there	-0.060782	2874	3.210391	0.772589	0.772589	2874	1	[444, 996, 11, 290, 14613, 287, 257, 1310, 300, 600, 994, 290, 612]	0	0	0
J5-541-002	541	2	ANCHORED_LADDER	1	 though, and thrust in a little lint here and there	18	30	12	12	541	1	4.058586	12	 there	0.014824	2874	3.237957	0.820628	0.820628	2874	1	[996, 11, 290, 14613, 287, 257, 1310, 300, 600, 994, 290, 612]	0	0	0
J5-541-002	541	2	ANCHORED_LADDER	1	, and thrust in a little lint here and there	19	30	11	11	541	1	4.230752	11	 there	0.18699	1790	3.096077	1.134675	1.134675	1790	1	[11, 290, 14613, 287, 257, 1310, 300, 600, 994, 290, 612]	0	0	0
J5-541-002	541	2	ANCHORED_LADDER	1	 and thrust in a little lint here and there	20	30	10	10	541	1	4.219059	10	 there	0.175297	1790	3.102381	1.116678	1.116678	1790	1	[290, 14613, 287, 257, 1310, 300, 600, 994, 290, 612]	0	0	0
J5-541-002	541	2	ANCHORED_LADDER	1	 thrust in a little lint here and there	21	30	9	9	541	1	4.427519	9	 there	0.383757	464	3.163813	1.263706	1.263706	464	1	[14613, 287, 257, 1310, 300, 600, 994, 290, 612]	0	1	1
J5-541-002	541	2	ANCHORED_LADDER	1	 in a little lint here and there	22	30	8	8	541	1	4.17173	8	 there	0.127968	1888	3.585053	0.586677	0.586677	1888	1	[287, 257, 1310, 300, 600, 994, 290, 612]	0	0	0
J5-541-002	541	2	ANCHORED_LADDER	1	 a little lint here and there	23	30	7	7	541	1	3.997456	7	 there	-0.046306	1888	3.219319	0.778137	0.778137	1888	1	[257, 1310, 300, 600, 994, 290, 612]	0	0	0
J5-541-002	541	2	ANCHORED_LADDER	1	 little lint here and there	24	30	6	6	541	1	3.504477	6	 there	-0.539285	1888	3.013007	0.49147	0.49147	1888	1	[1310, 300, 600, 994, 290, 612]	0	0	0
J5-541-002	541	2	ANCHORED_LADDER	1	 lint here and there	25	30	5	5	541	1	3.527011	5	 there	-0.516751	1888	3.246929	0.280082	0.280082	1888	1	[300, 600, 994, 290, 612]	0	0	0
J5-541-002	541	2	ANCHORED_LADDER	1	int here and there	26	30	4	4	541	1	3.430728	4	 there	-0.613034	2753	2.626254	0.804474	0.804474	2753	1	[600, 994, 290, 612]	0	0	0
J5-541-002	541	2	ANCHORED_LADDER	1	 here and there	27	30	3	3	541	1	3.824304	3	 there	-0.219458	464	2.896076	0.928229	0.928229	464	1	[994, 290, 612]	1	0	1
J5-541-002	541	2	ANCHORED_LADDER	1	 and there	28	30	2	2	1790	0	-0.000102	0	<BOS>	-4.043864	1790	2.944626	-2.944728	0.2844	1888	1	[290, 612]	0	0	0
J5-541-002	541	2	ANCHORED_LADDER	1	 there	29	30	1	1	1888	0	-0.000102	0	<BOS>	-4.043864	1888	2.904125	-2.904227	0.088989	1790	1	[612]	0	0	0
J5-541-003	541	3	ANCHORED_LADDER	1	The shavings flew right and left	0	8	8	8	541	1	4.677547	8	 left	-2e-06	2659	4.254847	0.422699	0.422699	2659	1	[464, 427, 615, 654, 13112, 826, 290, 1364]	0	0	0
J5-541-003	541	3	ANCHORED_LADDER	1	 shavings flew right and left	1	8	7	7	541	1	4.530778	7	 left	-0.146771	2659	4.184669	0.346108	0.346108	2659	1	[427, 615, 654, 13112, 826, 290, 1364]	0	0	0
J5-541-003	541	3	ANCHORED_LADDER	1	avings flew right and left	2	8	6	6	541	1	4.756552	6	 left	0.079003	2659	4.219528	0.537024	0.537024	2659	1	[615, 654, 13112, 826, 290, 1364]	0	1	1
J5-541-003	541	3	ANCHORED_LADDER	1	ings flew right and left	3	8	5	5	541	1	4.506488	5	 left	-0.171061	2659	4.016756	0.489732	0.489732	2659	1	[654, 13112, 826, 290, 1364]	0	0	1
J5-541-003	541	3	ANCHORED_LADDER	1	 flew right and left	4	8	4	4	541	1	4.345446	4	 left	-0.332103	2659	4.095309	0.250137	0.250137	2659	1	[13112, 826, 290, 1364]	0	0	0
J5-541-003	541	3	ANCHORED_LADDER	1	 right and left	5	8	3	3	541	1	3.856175	3	 left	-0.821374	2659	3.379554	0.47662	0.47662	2659	1	[826, 290, 1364]	1	0	1
J5-541-003	541	3	ANCHORED_LADDER	1	 and left	6	8	2	2	1790	0	-0.000102	0	<BOS>	-4.677651	1790	2.944627	-2.944729	0.284403	1888	1	[290, 1364]	0	0	0
J5-541-003	541	3	ANCHORED_LADDER	1	 left	7	8	1	1	1888	0	-0.000102	0	<BOS>	-4.677651	1888	3.124071	-3.124173	0.7632	2256	1	[1364]	0	0	0
J5-541-004	541	4	ANCHORED_LADDER	1	You and I	0	3	3	3	541	1	3.424234	3	 I	0.0	1210	2.909998	0.514236	0.514236	1210	1	[1639, 290, 314]	1	1	1
J5-541-004	541	4	ANCHORED_LADDER	1	 and I	1	3	2	2	1790	0	0.168181	2	 I	-3.256053	1790	2.944626	-2.776445	0.2844	1888	1	[290, 314]	0	0	0
J5-541-004	541	4	ANCHORED_LADDER	1	 I	2	3	1	1	1888	0	-0.000102	0	<BOS>	-3.424336	1888	3.717397	-3.717499	1.039932	1790	1	[314]	0	0	0
J5-541-005	541	5	ANCHORED_LADDER	1	And in the first place, you will be so good as to unsay that story about selling his head, which if true I take to be good evidence that this harpooneer is stark mad, and I’ve no idea of sleeping with a madman; and you, sir, _you_ I mean, landlord, _you_, sir, by trying to induce me to do so knowingly, would thereby render yourself liable to a criminal prosecution.” “Wall,” said the landlord, fetching a long breath, “that’s a purty long sarmon for a chap that rips a little now and then	0	136	136	136	541	1	4.334033	136	 then	1.1e-05	945	3.608208	0.725825	0.725825	945	1	[1870, 287, 262, 717, 1295, 11, 345, 481, 307, 523, 922, 355, 284, 5576, 323, 326, 1621, 546, 6301, 465, 1182, 11, 543, 611, 2081, 314, 1011, 284, 307, 922, 2370, 326, 428, 3971, 7501, 505, 263, 318, 19278, 8805, 11, 290, 314, 447, 247, 303, 645, 2126, 286, 11029, 351, 257, 8805, 805, 26, 290, 345, 11, 15967, 11, 4808, 5832, 62, 314, 1612, 11, 17335, 11, 4808, 5832, 62, 11, 15967, 11, 416, 2111, 284, 21155, 502, 284, 466, 523, 26526, 11, 561, 12839, 8543, 3511, 17583, 284, 257, 4301, 12580, 13, 447, 251, 564, 250, 22401, 11, 447, 251, 531, 262, 17335, 11, 21207, 278, 257, 890, 8033, 11, 564, 250, 5562, 447, 247, 82, 257, 1308, 774, 890, 264, 1670, 261, 329, 257, 28022, 326, 374, 2419, 257, 1310, 783, 290, 788]	0	0	0
J5-541-005	541	5	ANCHORED_LADDER	1	 in the first place, you will be so good as to unsay that story about selling his head, which if true I take to be good evidence that this harpooneer is stark mad, and I’ve no idea of sleeping with a madman; and you, sir, _you_ I mean, landlord, _you_, sir, by trying to induce me to do so knowingly, would thereby render yourself liable to a criminal prosecution.” “Wall,” said the landlord, fetching a long breath, “that’s a purty long sarmon for a chap that rips a little now and then	1	136	135	135	541	1	4.329947	135	 then	-0.004075	945	3.620891	0.709056	0.709056	945	1	[287, 262, 717, 1295, 11, 345, 481, 307, 523, 922, 355, 284, 5576, 323, 326, 1621, 546, 6301, 465, 1182, 11, 543, 611, 2081, 314, 1011, 284, 307, 922, 2370, 326, 428, 3971, 7501, 505, 263, 318, 19278, 8805, 11, 290, 314, 447, 247, 303, 645, 2126, 286, 11029, 351, 257, 8805, 805, 26, 290, 345, 11, 15967, 11, 4808, 5832, 62, 314, 1612, 11, 17335, 11, 4808, 5832, 62, 11, 15967, 11, 416, 2111, 284, 21155, 502, 284, 466, 523, 26526, 11, 561, 12839, 8543, 3511, 17583, 284, 257, 4301, 12580, 13, 447, 251, 564, 250, 22401, 11, 447, 251, 531, 262, 17335, 11, 21207, 278, 257, 890, 8033, 11, 564, 250, 5562, 447, 247, 82, 257, 1308, 774, 890, 264, 1670, 261, 329, 257, 28022, 326, 374, 2419, 257, 1310, 783, 290, 788]	0	0	0
J5-541-005	541	5	ANCHORED_LADDER	1	 the first place, you will be so good as to unsay that story about selling his head, which if true I take to be good evidence that this harpooneer is stark mad, and I’ve no idea of sleeping with a madman; and you, sir, _you_ I mean, landlord, _you_, sir, by trying to induce me to do so knowingly, would thereby render yourself liable to a criminal prosecution.” “Wall,” said the landlord, fetching a long breath, “that’s a purty long sarmon for a chap that rips a little now and then	2	136	134	134	541	1	4.298872	134	 then	-0.03515	945	3.616544	0.682328	0.682328	945	1	[262, 717, 1295, 11, 345, 481, 307, 523, 922, 355, 284, 5576, 323, 326, 1621, 546, 6301, 465, 1182, 11, 543, 611, 2081, 314, 1011, 284, 307, 922, 2370, 326, 428, 3971, 7501, 505, 263, 318, 19278, 8805, 11, 290, 314, 447, 247, 303, 645, 2126, 286, 11029, 351, 257, 8805, 805, 26, 290, 345, 11, 15967, 11, 4808, 5832, 62, 314, 1612, 11, 17335, 11, 4808, 5832, 62, 11, 15967, 11, 416, 2111, 284, 21155, 502, 284, 466, 523, 26526, 11, 561, 12839, 8543, 3511, 17583, 284, 257, 4301, 12580, 13, 447, 251, 564, 250, 22401, 11, 447, 251, 531, 262, 17335, 11, 21207, 278, 257, 890, 8033, 11, 564, 250, 5562, 447, 247, 82, 257, 1308, 774, 890, 264, 1670, 261, 329, 257, 28022, 326, 374, 2419, 257, 1310, 783, 290, 788]	0	0	0
J5-541-005	541	5	ANCHORED_LADDER	1	 first place, you will be so good as to unsay that story about selling his head, which if true I take to be good evidence that this harpooneer is stark mad, and I’ve no idea of sleeping with a madman; and you, sir, _you_ I mean, landlord, _you_, sir, by trying to induce me to do so knowingly, would thereby render yourself liable to a criminal prosecution.” “Wall,” said the landlord, fetching a long breath, “that’s a purty long sarmon for a chap that rips a little now and then	3	136	133	133	541	1	4.296567	133	 then	-0.037455	945	3.615831	0.680736	0.680736	945	1	[717, 1295, 11, 345, 481, 307, 523, 922, 355, 284, 5576, 323, 326, 1621, 546, 6301, 465, 1182, 11, 543, 611, 2081, 314, 1011, 284, 307, 922, 2370, 326, 428, 3971, 7501, 505, 263, 318, 19278, 8805, 11, 290, 314, 447, 247, 303, 645, 2126, 286, 11029, 351, 257, 8805, 805, 26, 290, 345, 11, 15967, 11, 4808, 5832, 62, 314, 1612, 11, 17335, 11, 4808, 5832, 62, 11, 15967, 11, 416, 2111, 284, 21155, 502, 284, 466, 523, 26526, 11, 561, 12839, 8543, 3511, 17583, 284, 257, 4301, 12580, 13, 447, 251, 564, 250, 22401, 11, 447, 251, 531, 262, 17335, 11, 21207, 278, 257, 890, 8033, 11, 564, 250, 5562, 447, 247, 82, 257, 1308, 774, 890, 264, 1670, 261, 329, 257, 28022, 326, 374, 2419, 257, 1310, 783, 290, 788]	0	0	0
J5-541-005	541	5	ANCHORED_LADDER	1	 place, you will be so good as to unsay that story about selling his head, which if true I take to be good evidence that this harpooneer is stark mad, and I’ve no idea of sleeping with a madman; and you, sir, _you_ I mean, landlord, _you_, sir, by trying to induce me to do so knowingly, would thereby render yourself liable to a criminal prosecution.” “Wall,” said the landlord, fetching a long breath, “that’s a purty long sarmon for a chap that rips a little now and then	4	136	132	132	541	1	4.281405	132	 then	-0.052617	945	3.611474	0.669932	0.669932	945	1	[1295, 11, 345, 481, 307, 523, 922, 355, 284, 5576, 323, 326, 1621, 546, 6301, 465, 1182, 11, 543, 611, 2081, 314, 1011, 284, 307, 922, 2370, 326, 428, 3971, 7501, 505, 263, 318, 19278, 8805, 11, 290, 314, 447, 247, 303, 645, 2126, 286, 11029, 351, 257, 8805, 805, 26, 290, 345, 11, 15967, 11, 4808, 5832, 62, 314, 1612, 11, 17335, 11, 4808, 5832, 62, 11, 15967, 11, 416, 2111, 284, 21155, 502, 284, 466, 523, 26526, 11, 561, 12839, 8543, 3511, 17583, 284, 257, 4301, 12580, 13, 447, 251, 564, 250, 22401, 11, 447, 251, 531, 262, 17335, 11, 21207, 278, 257, 890, 8033, 11, 564, 250, 5562, 447, 247, 82, 257, 1308, 774, 890, 264, 1670, 261, 329, 257, 28022, 326, 374, 2419, 257, 1310, 783, 290, 788]	0	0	0
J5-541-005	541	5	ANCHORED_LADDER	1	, you will be so good as to unsay that story about selling his head, which if true I take to be good evidence that this harpooneer is stark mad, and I’ve no idea of sleeping with a madman; and you, sir, _you_ I mean, landlord, _you_, sir, by trying to induce me to do so knowingly, would thereby render yourself liable to a criminal prosecution.” “Wall,” said the landlord, fetching a long breath, “that’s a purty long sarmon for a chap that rips a little now and then	5	136	131	131	541	1	4.327767	131	 then	-0.006255	945	3.613124	0.714643	0.714643	945	1	[11, 345, 481, 307, 523, 922, 355, 284, 5576, 323, 326, 1621, 546, 6301, 465, 1182, 11, 543, 611, 2081, 314, 1011, 284, 307, 922, 2370, 326, 428, 3971, 7501, 505, 263, 318, 19278, 8805, 11, 290, 314, 447, 247, 303, 645, 2126, 286, 11029, 351, 257, 8805, 805, 26, 290, 345, 11, 15967, 11, 4808, 5832, 62, 314, 1612, 11, 17335, 11, 4808, 5832, 62, 11, 15967, 11, 416, 2111, 284, 21155, 502, 284, 466, 523, 26526, 11, 561, 12839, 8543, 3511, 17583, 284, 257, 4301, 12580, 13, 447, 251, 564, 250, 22401, 11, 447, 251, 531, 262, 17335, 11, 21207, 278, 257, 890, 8033, 11, 564, 250, 5562, 447, 247, 82, 257, 1308, 774, 890, 264, 1670, 261, 329, 257, 28022, 326, 374, 2419, 257, 1310, 783, 290, 788]	0	0	0
J5-541-005	541	5	ANCHORED_LADDER	1	 you will be so good as to unsay that story about selling his head, which if true I take to be good evidence that this harpooneer is stark mad, and I’ve no idea of sleeping with a madman; and you, sir, _you_ I mean, landlord, _you_, sir, by trying to induce me to do so knowingly, would thereby render yourself liable to a criminal prosecution.” “Wall,” said the landlord, fetching a long breath, “that’s a purty long sarmon for a chap that rips a little now and then	6	136	130	130	541	1	4.334275	130	 then	0.000253	945	3.619193	0.715081	0.715081	945	1	[345, 481, 307, 523, 922, 355, 284, 5576, 323, 326, 1621, 546, 6301, 465, 1182, 11, 543, 611, 2081, 314, 1011, 284, 307, 922, 2370, 326, 428, 3971, 7501, 505, 263, 318, 19278, 8805, 11, 290, 314, 447, 247, 303, 645, 2126, 286, 11029, 351, 257, 8805, 805, 26, 290, 345, 11, 15967, 11, 4808, 5832, 62, 314, 1612, 11, 17335, 11, 4808, 5832, 62, 11, 15967, 11, 416, 2111, 284, 21155, 502, 284, 466, 523, 26526, 11, 561, 12839, 8543, 3511, 17583, 284, 257, 4301, 12580, 13, 447, 251, 564, 250, 22401, 11, 447, 251, 531, 262, 17335, 11, 21207, 278, 257, 890, 8033, 11, 564, 250, 5562, 447, 247, 82, 257, 1308, 774, 890, 264, 1670, 261, 329, 257, 28022, 326, 374, 2419, 257, 1310, 783, 290, 788]	0	0	0
J5-541-005	541	5	ANCHORED_LADDER	1	 will be so good as to unsay that story about selling his head, which if true I take to be good evidence that this harpooneer is stark mad, and I’ve no idea of sleeping with a madman; and you, sir, _you_ I mean, landlord, _you_, sir, by trying to induce me to do so knowingly, would thereby render yourself liable to a criminal prosecution.” “Wall,” said the landlord, fetching a long breath, “that’s a purty long sarmon for a chap that rips a little now and then	7	136	129	129	541	1	4.351493	129	 then	0.017471	945	3.631009	0.720484	0.720484	945	1	[481, 307, 523, 922, 355, 284, 5576, 323, 326, 1621, 546, 6301, 465, 1182, 11, 543, 611, 2081, 314, 1011, 284, 307, 922, 2370, 326, 428, 3971, 7501, 505, 263, 318, 19278, 8805, 11, 290, 314, 447, 247, 303, 645, 2126, 286, 11029, 351, 257, 8805, 805, 26, 290, 345, 11, 15967, 11, 4808, 5832, 62, 314, 1612, 11, 17335, 11, 4808, 5832, 62, 11, 15967, 11, 416, 2111, 284, 21155, 502, 284, 466, 523, 26526, 11, 561, 12839, 8543, 3511, 17583, 284, 257, 4301, 12580, 13, 447, 251, 564, 250, 22401, 11, 447, 251, 531, 262, 17335, 11, 21207, 278, 257, 890, 8033, 11, 564, 250, 5562, 447, 247, 82, 257, 1308, 774, 890, 264, 1670, 261, 329, 257, 28022, 326, 374, 2419, 257, 1310, 783, 290, 788]	0	0	0
J5-541-005	541	5	ANCHORED_LADDER	1	 be so good as to unsay that story about selling his head, which if true I take to be good evidence that this harpooneer is stark mad, and I’ve no idea of sleeping with a madman; and you, sir, _you_ I mean, landlord, _you_, sir, by trying to induce me to do so knowingly, would thereby render yourself liable to a criminal prosecution.” “Wall,” said the landlord, fetching a long breath, “that’s a purty long sarmon for a chap that rips a little now and then	8	136	128	128	541	1	4.3435	128	 then	0.009478	945	3.622348	0.721153	0.721153	945	1	[307, 523, 922, 355, 284, 5576, 323, 326, 1621, 546, 6301, 465, 1182, 11, 543, 611, 2081, 314, 1011, 284, 307, 922, 2370, 326, 428, 3971, 7501, 505, 263, 318, 19278, 8805, 11, 290, 314, 447, 247, 303, 645, 2126, 286, 11029, 351, 257, 8805, 805, 26, 290, 345, 11, 15967, 11, 4808, 5832, 62, 314, 1612, 11, 17335, 11, 4808, 5832, 62, 11, 15967, 11, 416, 2111, 284, 21155, 502, 284, 466, 523, 26526, 11, 561, 12839, 8543, 3511, 17583, 284, 257, 4301, 12580, 13, 447, 251, 564, 250, 22401, 11, 447, 251, 531, 262, 17335, 11, 21207, 278, 257, 890, 8033, 11, 564, 250, 5562, 447, 247, 82, 257, 1308, 774, 890, 264, 1670, 261, 329, 257, 28022, 326, 374, 2419, 257, 1310, 783, 290, 788]	0	0	0
J5-541-005	541	5	ANCHORED_LADDER	1	 so good as to unsay that story about selling his head, which if true I take to be good evidence that this harpooneer is stark mad, and I’ve no idea of sleeping with a madman; and you, sir, _you_ I mean, landlord, _you_, sir, by trying to induce me to do so knowingly, would thereby render yourself liable to a criminal prosecution.” “Wall,” said the landlord, fetching a long breath, “that’s a purty long sarmon for a chap that rips a little now and then	9	136	127	127	541	1	4.364651	127	 then	0.030629	945	3.624568	0.740083	0.740083	945	1	[523, 922, 355, 284, 5576, 323, 326, 1621, 546, 6301, 465, 1182, 11, 543, 611, 2081, 314, 1011, 284, 307, 922, 2370, 326, 428, 3971, 7501, 505, 263, 318, 19278, 8805, 11, 290, 314, 447, 247, 303, 645, 2126, 286, 11029, 351, 257, 8805, 805, 26, 290, 345, 11, 15967, 11, 4808, 5832, 62, 314, 1612, 11, 17335, 11, 4808, 5832, 62, 11, 15967, 11, 416, 2111, 284, 21155, 502, 284, 466, 523, 26526, 11, 561, 12839, 8543, 3511, 17583, 284, 257, 4301, 12580, 13, 447, 251, 564, 250, 22401, 11, 447, 251, 531, 262, 17335, 11, 21207, 278, 257, 890, 8033, 11, 564, 250, 5562, 447, 247, 82, 257, 1308, 774, 890, 264, 1670, 261, 329, 257, 28022, 326, 374, 2419, 257, 1310, 783, 290, 788]	0	0	0
