# generated_utc	2026-08-15T00:50:25+00:00
# script	probe_v13.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	30
branch	treatment	declared_role	n	outcome_logprob_change_mean	outcome_logprob_change_median	first_outcome_prob_change_mean	kl_mean	kl_median	first_logit_l2_mean	hidden_final_delta_l2_mean	greedy_changed_n	positive_outcome_logprob_change_n	member_case_ids
NATURAL_ABLATION	ZERO_234	old cold-constellation control	18	0.00028	-0.00011	0.000154503	3.0357e-05	3.337e-06	7.475398	0.114078	0	9	["N_IT_WAS_COLD", "N_IT_IS_COLD", "N_IT_FELT_COLD", "N_AIR_WAS_COLD", "N_ROOM_WAS_COLD", "N_SKIN_FELT_COLD", "N_VOICE_WAS_COLD", "N_DECISION_WAS_COLD", "N_CAUGHT_A_COLD", "N_COLD_WAR", "N_COLD_START", "N_IT_WAS_FRIGID", "N_IT_WAS_FREEZING", "N_IT_WAS_ICY", "N_IT_WAS_CHILLY", "N_IT_WAS_COOL", "N_IT_WAS_WARM", "N_IT_WAS_HOT"]
NATURAL_ABLATION	ZERO_38	target ablation	18	-0.095743	-0.037178	-0.002727611	0.012259061	0.008728231	169.874422	2.479102	1	7	["N_IT_WAS_COLD", "N_IT_IS_COLD", "N_IT_FELT_COLD", "N_AIR_WAS_COLD", "N_ROOM_WAS_COLD", "N_SKIN_FELT_COLD", "N_VOICE_WAS_COLD", "N_DECISION_WAS_COLD", "N_CAUGHT_A_COLD", "N_COLD_WAR", "N_COLD_START", "N_IT_WAS_FRIGID", "N_IT_WAS_FREEZING", "N_IT_WAS_ICY", "N_IT_WAS_CHILLY", "N_IT_WAS_COOL", "N_IT_WAS_WARM", "N_IT_WAS_HOT"]
NATURAL_ABLATION	ZERO_MATCHED_1_2761	matched-neuron ablation control	18	-0.019109	-0.015051	-0.003839259	0.001241827	0.000533828	47.067935	1.014744	0	6	["N_IT_WAS_COLD", "N_IT_IS_COLD", "N_IT_FELT_COLD", "N_AIR_WAS_COLD", "N_ROOM_WAS_COLD", "N_SKIN_FELT_COLD", "N_VOICE_WAS_COLD", "N_DECISION_WAS_COLD", "N_CAUGHT_A_COLD", "N_COLD_WAR", "N_COLD_START", "N_IT_WAS_FRIGID", "N_IT_WAS_FREEZING", "N_IT_WAS_ICY", "N_IT_WAS_CHILLY", "N_IT_WAS_COOL", "N_IT_WAS_WARM", "N_IT_WAS_HOT"]
NATURAL_ABLATION	ZERO_MATCHED_2_727	matched-neuron ablation control	18	-0.003456	-0.001921	-0.00152217	0.002369844	0.000815597	117.60468	1.44532	0	8	["N_IT_WAS_COLD", "N_IT_IS_COLD", "N_IT_FELT_COLD", "N_AIR_WAS_COLD", "N_ROOM_WAS_COLD", "N_SKIN_FELT_COLD", "N_VOICE_WAS_COLD", "N_DECISION_WAS_COLD", "N_CAUGHT_A_COLD", "N_COLD_WAR", "N_COLD_START", "N_IT_WAS_FRIGID", "N_IT_WAS_FREEZING", "N_IT_WAS_ICY", "N_IT_WAS_CHILLY", "N_IT_WAS_COOL", "N_IT_WAS_WARM", "N_IT_WAS_HOT"]
NATURAL_ABLATION	ZERO_MATCHED_3_2394	matched-neuron ablation control	18	-0.003515	-0.001525	0.000723887	0.00056403	0.000149807	58.469738	0.827672	0	8	["N_IT_WAS_COLD", "N_IT_IS_COLD", "N_IT_FELT_COLD", "N_AIR_WAS_COLD", "N_ROOM_WAS_COLD", "N_SKIN_FELT_COLD", "N_VOICE_WAS_COLD", "N_DECISION_WAS_COLD", "N_CAUGHT_A_COLD", "N_COLD_WAR", "N_COLD_START", "N_IT_WAS_FRIGID", "N_IT_WAS_FREEZING", "N_IT_WAS_ICY", "N_IT_WAS_CHILLY", "N_IT_WAS_COOL", "N_IT_WAS_WARM", "N_IT_WAS_HOT"]
NATURAL_ABLATION	ZERO_TEAM_38_1103_2094	recovered specialist-team ablation	18	-0.113713	-0.056875	-0.005443297	0.017526782	0.009239066	176.898901	3.611268	0	7	["N_IT_WAS_COLD", "N_IT_IS_COLD", "N_IT_FELT_COLD", "N_AIR_WAS_COLD", "N_ROOM_WAS_COLD", "N_SKIN_FELT_COLD", "N_VOICE_WAS_COLD", "N_DECISION_WAS_COLD", "N_CAUGHT_A_COLD", "N_COLD_WAR", "N_COLD_START", "N_IT_WAS_FRIGID", "N_IT_WAS_FREEZING", "N_IT_WAS_ICY", "N_IT_WAS_CHILLY", "N_IT_WAS_COOL", "N_IT_WAS_WARM", "N_IT_WAS_HOT"]
PRE_ADJECTIVE_STEERING	ADD_NEG_HIGH_38	signed direction control	12	-0.621041	-0.624736	-0.003597512	0.034654836	0.036354588	397.137716	4.859715	0	0	["P_IT_WAS_COLD", "P_IT_WAS_WARM", "P_AIR_IS_COLD", "P_AIR_IS_HOT", "P_ROOM_WAS_COLD", "P_ROOM_WAS_DARK", "P_SKIN_FELT_COLD", "P_VOICE_WAS_COLD", "P_SEASON_IS_COLD", "P_SEASON_IS_WARM", "P_WORLD_IS_COLD", "P_WORLD_IS_STRANGE"]
PRE_ADJECTIVE_STEERING	ADD_POS_HIGH_1103	companion isolation at shared N38-calibrated dose	12	0.11356	0.114057	0.000233772	0.003925172	0.00338961	129.507668	2.17369	0	11	["P_IT_WAS_COLD", "P_IT_WAS_WARM", "P_AIR_IS_COLD", "P_AIR_IS_HOT", "P_ROOM_WAS_COLD", "P_ROOM_WAS_DARK", "P_SKIN_FELT_COLD", "P_VOICE_WAS_COLD", "P_SEASON_IS_COLD", "P_SEASON_IS_WARM", "P_WORLD_IS_COLD", "P_WORLD_IS_STRANGE"]
PRE_ADJECTIVE_STEERING	ADD_POS_HIGH_1508	cold-constellation isolation at shared N38-calibrated dose	12	0.012985	0.005097	0.000102528	0.003052427	0.002759815	160.198411	2.081094	0	6	["P_IT_WAS_COLD", "P_IT_WAS_WARM", "P_AIR_IS_COLD", "P_AIR_IS_HOT", "P_ROOM_WAS_COLD", "P_ROOM_WAS_DARK", "P_SKIN_FELT_COLD", "P_VOICE_WAS_COLD", "P_SEASON_IS_COLD", "P_SEASON_IS_WARM", "P_WORLD_IS_COLD", "P_WORLD_IS_STRANGE"]
PRE_ADJECTIVE_STEERING	ADD_POS_HIGH_2094	companion isolation at shared N38-calibrated dose	12	0.132948	0.107733	0.000866667	0.005483626	0.006025881	173.613049	2.067246	0	11	["P_IT_WAS_COLD", "P_IT_WAS_WARM", "P_AIR_IS_COLD", "P_AIR_IS_HOT", "P_ROOM_WAS_COLD", "P_ROOM_WAS_DARK", "P_SKIN_FELT_COLD", "P_VOICE_WAS_COLD", "P_SEASON_IS_COLD", "P_SEASON_IS_WARM", "P_WORLD_IS_COLD", "P_WORLD_IS_STRANGE"]
PRE_ADJECTIVE_STEERING	ADD_POS_HIGH_234	cold-constellation isolation at shared N38-calibrated dose	12	0.037051	0.044347	0.000504042	0.001990753	0.002212698	204.240469	2.178972	0	8	["P_IT_WAS_COLD", "P_IT_WAS_WARM", "P_AIR_IS_COLD", "P_AIR_IS_HOT", "P_ROOM_WAS_COLD", "P_ROOM_WAS_DARK", "P_SKIN_FELT_COLD", "P_VOICE_WAS_COLD", "P_SEASON_IS_COLD", "P_SEASON_IS_WARM", "P_WORLD_IS_COLD", "P_WORLD_IS_STRANGE"]
PRE_ADJECTIVE_STEERING	ADD_POS_HIGH_38	natural-range positive dose	12	0.542393	0.526072	0.004185266	0.025322595	0.02399982	450.406184	4.608897	2	12	["P_IT_WAS_COLD", "P_IT_WAS_WARM", "P_AIR_IS_COLD", "P_AIR_IS_HOT", "P_ROOM_WAS_COLD", "P_ROOM_WAS_DARK", "P_SKIN_FELT_COLD", "P_VOICE_WAS_COLD", "P_SEASON_IS_COLD", "P_SEASON_IS_WARM", "P_WORLD_IS_COLD", "P_WORLD_IS_STRANGE"]
PRE_ADJECTIVE_STEERING	ADD_POS_HIGH_TEAM	recovered specialist team at shared N38-calibrated dose	12	0.736428	0.773098	0.005373658	0.043875844	0.045987017	480.925046	5.826732	3	12	["P_IT_WAS_COLD", "P_IT_WAS_WARM", "P_AIR_IS_COLD", "P_AIR_IS_HOT", "P_ROOM_WAS_COLD", "P_ROOM_WAS_DARK", "P_SKIN_FELT_COLD", "P_VOICE_WAS_COLD", "P_SEASON_IS_COLD", "P_SEASON_IS_WARM", "P_WORLD_IS_COLD", "P_WORLD_IS_STRANGE"]
PRE_ADJECTIVE_STEERING	ADD_POS_LOW_38	natural-range positive dose	12	0.405153	0.394515	0.003034652	0.014231186	0.013426066	327.674624	3.422249	2	12	["P_IT_WAS_COLD", "P_IT_WAS_WARM", "P_AIR_IS_COLD", "P_AIR_IS_HOT", "P_ROOM_WAS_COLD", "P_ROOM_WAS_DARK", "P_SKIN_FELT_COLD", "P_VOICE_WAS_COLD", "P_SEASON_IS_COLD", "P_SEASON_IS_WARM", "P_WORLD_IS_COLD", "P_WORLD_IS_STRANGE"]
PRE_ADJECTIVE_STEERING	ADD_POS_MAX_38	maximum observed positive dose	12	0.632218	0.615986	0.004970695	0.034301917	0.032591322	534.094828	5.390194	2	12	["P_IT_WAS_COLD", "P_IT_WAS_WARM", "P_AIR_IS_COLD", "P_AIR_IS_HOT", "P_ROOM_WAS_COLD", "P_ROOM_WAS_DARK", "P_SKIN_FELT_COLD", "P_VOICE_WAS_COLD", "P_SEASON_IS_COLD", "P_SEASON_IS_WARM", "P_WORLD_IS_COLD", "P_WORLD_IS_STRANGE"]
PRE_ADJECTIVE_STEERING	ADD_POS_MED_38	natural-range positive dose	12	0.505496	0.48939	0.003870039	0.022032557	0.020858492	416.815783	4.28899	2	12	["P_IT_WAS_COLD", "P_IT_WAS_WARM", "P_AIR_IS_COLD", "P_AIR_IS_HOT", "P_ROOM_WAS_COLD", "P_ROOM_WAS_DARK", "P_SKIN_FELT_COLD", "P_VOICE_WAS_COLD", "P_SEASON_IS_COLD", "P_SEASON_IS_WARM", "P_WORLD_IS_COLD", "P_WORLD_IS_STRANGE"]
PRE_ADJECTIVE_STEERING	CLEAN	baseline	12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	["P_IT_WAS_COLD", "P_IT_WAS_WARM", "P_AIR_IS_COLD", "P_AIR_IS_HOT", "P_ROOM_WAS_COLD", "P_ROOM_WAS_DARK", "P_SKIN_FELT_COLD", "P_VOICE_WAS_COLD", "P_SEASON_IS_COLD", "P_SEASON_IS_WARM", "P_WORLD_IS_COLD", "P_WORLD_IS_STRANGE"]
PRE_ADJECTIVE_STEERING	CLEAN_REPEAT	deterministic duplicate	12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	["P_IT_WAS_COLD", "P_IT_WAS_WARM", "P_AIR_IS_COLD", "P_AIR_IS_HOT", "P_ROOM_WAS_COLD", "P_ROOM_WAS_DARK", "P_SKIN_FELT_COLD", "P_VOICE_WAS_COLD", "P_SEASON_IS_COLD", "P_SEASON_IS_WARM", "P_WORLD_IS_COLD", "P_WORLD_IS_STRANGE"]
PRE_ADJECTIVE_STEERING	PREVIOUS_ADD_POS_HIGH_38	position control	12	0.261099	0.307483	0.001613334	0.00712358	0.005158496	117.754646	5.848282	0	11	["P_IT_WAS_COLD", "P_IT_WAS_WARM", "P_AIR_IS_COLD", "P_AIR_IS_HOT", "P_ROOM_WAS_COLD", "P_ROOM_WAS_DARK", "P_SKIN_FELT_COLD", "P_VOICE_WAS_COLD", "P_SEASON_IS_COLD", "P_SEASON_IS_WARM", "P_WORLD_IS_COLD", "P_WORLD_IS_STRANGE"]
PRE_ADJECTIVE_STEERING	SHAM_38	hook identity	12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	["P_IT_WAS_COLD", "P_IT_WAS_WARM", "P_AIR_IS_COLD", "P_AIR_IS_HOT", "P_ROOM_WAS_COLD", "P_ROOM_WAS_DARK", "P_SKIN_FELT_COLD", "P_VOICE_WAS_COLD", "P_SEASON_IS_COLD", "P_SEASON_IS_WARM", "P_WORLD_IS_COLD", "P_WORLD_IS_STRANGE"]
