# generated_utc	2026-08-14T18:12:44+00:00
# script	probe_v9.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	3160
target_neuron_left	target_neuron_right	route_id_left	route_id_right	certificate_left	certificate_right	exact_match	unigram_multiset_jaccard	bigram_jaccard	longest_common_contiguous_tokens	left_fraction_in_lcc	right_fraction_in_lcc
541	541	J5-541-001	J5-541-021	Right and left	 hand to hand	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-001	J5-541-022	Right and left	 this or that	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-001	J5-541-023	Right and left	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-024	Right and left	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-025	Right and left	 hair braided and coiled round and round	0	0.090909	0.0	1	0.333333	0.111111
541	541	J5-541-001	J5-541-026	Right and left	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-027	Right and left	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-028	Right and left	 right and left	0	0.5	0.333333	2	0.666667	0.666667
541	541	J5-541-001	J5-541-029	Right and left	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-030	Right and left	 served us night after night	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-001	J5-541-031	Right and left	 whenever and wherever	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-032	Right and left	, day after day	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-001	J5-541-033	Right and left	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-034	Right and left	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-035	Right and left	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-036	Right and left	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-037	Right and left	 old and new	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-038	Right and left	 here and there	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-039	Right and left	 Daggoo, straining forwards and backwards	0	0.1	0.0	1	0.333333	0.125
541	541	J5-541-001	J5-541-040	Right and left	 from first to last	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-001	J5-541-041	Right and left	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-042	Right and left	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-043	Right and left	 here and there	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-044	Right and left	By and by	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-045	Right and left	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-046	Right and left	 better or for worse	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-001	J5-541-047	Right and left	 and thus round and round	0	0.142857	0.0	1	0.333333	0.2
541	541	J5-541-001	J5-541-048	Right and left	Human or animal	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-001	J5-541-049	Right and left	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-050	Right and left	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-051	Right and left	 one after the other	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-001	J5-541-052	Right and left	 here and there	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-053	Right and left	 shoulder to shoulder	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-001	J5-541-054	Right and left	now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-055	Right and left	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-056	Right and left	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-057	Right and left	 male and female	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-058	Right and left	 here and there	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-059	Right and left	Now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-060	Right and left	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-061	Right and left	 here and there	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-062	Right and left	 here and there	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-063	Right and left	 east and west	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-064	Right and left	 each and every	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-065	Right and left	, you can open and shut	0	0.125	0.0	1	0.333333	0.166667
541	541	J5-541-001	J5-541-066	Right and left	 again and again	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-067	Right and left	 true or false	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-001	J5-541-068	Right and left	 East and West	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-069	Right and left	 one by one	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-001	J5-541-070	Right and left	 one after the other	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-001	J5-541-071	Right and left	, go round and round	0	0.142857	0.0	1	0.333333	0.2
541	541	J5-541-001	J5-541-072	Right and left	 One after another	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-001	J5-541-073	Right and left	 water there, wheeling round and round	0	0.1	0.0	1	0.333333	0.125
541	541	J5-541-001	J5-541-074	Right and left	 in and out	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-075	Right and left	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-076	Right and left	y Dick swam swiftly round and round	0	0.1	0.0	1	0.333333	0.125
541	541	J5-541-001	J5-541-077	Right and left	 this or that	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-001	J5-541-078	Right and left	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-001	J5-541-079	Right and left	One after the other	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-001	J5-541-080	Right and left	 side to side	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-002	J5-541-003	 here and there	 right and left	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-004	 here and there	You and I	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-005	 here and there	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-006	 here and there	 here and there	1	1.0	1.0	3	1.0	1.0
541	541	J5-541-002	J5-541-007	 here and there	 one by one	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-002	J5-541-008	 here and there	, zone by zone	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-002	J5-541-009	 here and there	Wave after wave	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-002	J5-541-010	 here and there	 by and by	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-011	 here and there	 light, we rolled over from each other, this way and that	0	0.066667	0.0	1	0.333333	0.076923
541	541	J5-541-002	J5-541-012	 here and there	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-013	 here and there	 right to left	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-002	J5-541-014	 here and there	 seldom or never	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-002	J5-541-015	 here and there	 one by one	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-002	J5-541-016	 here and there	, both large and small	0	0.142857	0.0	1	0.333333	0.2
541	541	J5-541-002	J5-541-017	 here and there	 right and left	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-018	 here and there	 top to bottom	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-002	J5-541-019	 here and there	 old and new	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-020	 here and there	 direct and indirect	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-021	 here and there	 hand to hand	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-002	J5-541-022	 here and there	 this or that	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-002	J5-541-023	 here and there	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-024	 here and there	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-025	 here and there	 hair braided and coiled round and round	0	0.090909	0.0	1	0.333333	0.111111
541	541	J5-541-002	J5-541-026	 here and there	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-027	 here and there	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-028	 here and there	 right and left	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-029	 here and there	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-030	 here and there	 served us night after night	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-002	J5-541-031	 here and there	 whenever and wherever	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-032	 here and there	, day after day	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-002	J5-541-033	 here and there	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-034	 here and there	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-035	 here and there	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-036	 here and there	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-037	 here and there	 old and new	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-038	 here and there	 here and there	1	1.0	1.0	3	1.0	1.0
541	541	J5-541-002	J5-541-039	 here and there	 Daggoo, straining forwards and backwards	0	0.1	0.0	1	0.333333	0.125
541	541	J5-541-002	J5-541-040	 here and there	 from first to last	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-002	J5-541-041	 here and there	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-042	 here and there	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-043	 here and there	 here and there	1	1.0	1.0	3	1.0	1.0
541	541	J5-541-002	J5-541-044	 here and there	By and by	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-045	 here and there	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-046	 here and there	 better or for worse	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-002	J5-541-047	 here and there	 and thus round and round	0	0.142857	0.0	1	0.333333	0.2
541	541	J5-541-002	J5-541-048	 here and there	Human or animal	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-002	J5-541-049	 here and there	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-050	 here and there	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-051	 here and there	 one after the other	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-002	J5-541-052	 here and there	 here and there	1	1.0	1.0	3	1.0	1.0
541	541	J5-541-002	J5-541-053	 here and there	 shoulder to shoulder	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-002	J5-541-054	 here and there	now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-055	 here and there	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-056	 here and there	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-057	 here and there	 male and female	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-058	 here and there	 here and there	1	1.0	1.0	3	1.0	1.0
541	541	J5-541-002	J5-541-059	 here and there	Now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-060	 here and there	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-061	 here and there	 here and there	1	1.0	1.0	3	1.0	1.0
541	541	J5-541-002	J5-541-062	 here and there	 here and there	1	1.0	1.0	3	1.0	1.0
541	541	J5-541-002	J5-541-063	 here and there	 east and west	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-064	 here and there	 each and every	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-065	 here and there	, you can open and shut	0	0.125	0.0	1	0.333333	0.166667
541	541	J5-541-002	J5-541-066	 here and there	 again and again	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-067	 here and there	 true or false	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-002	J5-541-068	 here and there	 East and West	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-069	 here and there	 one by one	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-002	J5-541-070	 here and there	 one after the other	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-002	J5-541-071	 here and there	, go round and round	0	0.142857	0.0	1	0.333333	0.2
541	541	J5-541-002	J5-541-072	 here and there	 One after another	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-002	J5-541-073	 here and there	 water there, wheeling round and round	0	0.222222	0.0	1	0.333333	0.125
541	541	J5-541-002	J5-541-074	 here and there	 in and out	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-075	 here and there	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-076	 here and there	y Dick swam swiftly round and round	0	0.1	0.0	1	0.333333	0.125
541	541	J5-541-002	J5-541-077	 here and there	 this or that	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-002	J5-541-078	 here and there	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-002	J5-541-079	 here and there	One after the other	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-002	J5-541-080	 here and there	 side to side	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-003	J5-541-004	 right and left	You and I	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-005	 right and left	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-006	 right and left	 here and there	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-007	 right and left	 one by one	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-003	J5-541-008	 right and left	, zone by zone	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-003	J5-541-009	 right and left	Wave after wave	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-003	J5-541-010	 right and left	 by and by	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-011	 right and left	 light, we rolled over from each other, this way and that	0	0.066667	0.0	1	0.333333	0.076923
541	541	J5-541-003	J5-541-012	 right and left	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-013	 right and left	 right to left	0	0.5	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-014	 right and left	 seldom or never	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-003	J5-541-015	 right and left	 one by one	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-003	J5-541-016	 right and left	, both large and small	0	0.142857	0.0	1	0.333333	0.2
541	541	J5-541-003	J5-541-017	 right and left	 right and left	1	1.0	1.0	3	1.0	1.0
541	541	J5-541-003	J5-541-018	 right and left	 top to bottom	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-003	J5-541-019	 right and left	 old and new	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-020	 right and left	 direct and indirect	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-021	 right and left	 hand to hand	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-003	J5-541-022	 right and left	 this or that	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-003	J5-541-023	 right and left	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-024	 right and left	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-025	 right and left	 hair braided and coiled round and round	0	0.090909	0.0	1	0.333333	0.111111
541	541	J5-541-003	J5-541-026	 right and left	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-027	 right and left	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-028	 right and left	 right and left	1	1.0	1.0	3	1.0	1.0
541	541	J5-541-003	J5-541-029	 right and left	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-030	 right and left	 served us night after night	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-003	J5-541-031	 right and left	 whenever and wherever	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-032	 right and left	, day after day	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-003	J5-541-033	 right and left	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-034	 right and left	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-035	 right and left	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-036	 right and left	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-037	 right and left	 old and new	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-038	 right and left	 here and there	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-039	 right and left	 Daggoo, straining forwards and backwards	0	0.1	0.0	1	0.333333	0.125
541	541	J5-541-003	J5-541-040	 right and left	 from first to last	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-003	J5-541-041	 right and left	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-042	 right and left	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-043	 right and left	 here and there	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-044	 right and left	By and by	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-045	 right and left	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-046	 right and left	 better or for worse	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-003	J5-541-047	 right and left	 and thus round and round	0	0.142857	0.0	1	0.333333	0.2
541	541	J5-541-003	J5-541-048	 right and left	Human or animal	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-003	J5-541-049	 right and left	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-050	 right and left	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-051	 right and left	 one after the other	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-003	J5-541-052	 right and left	 here and there	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-053	 right and left	 shoulder to shoulder	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-003	J5-541-054	 right and left	now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-055	 right and left	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-056	 right and left	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-057	 right and left	 male and female	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-058	 right and left	 here and there	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-059	 right and left	Now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-060	 right and left	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-061	 right and left	 here and there	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-062	 right and left	 here and there	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-063	 right and left	 east and west	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-064	 right and left	 each and every	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-065	 right and left	, you can open and shut	0	0.125	0.0	1	0.333333	0.166667
541	541	J5-541-003	J5-541-066	 right and left	 again and again	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-067	 right and left	 true or false	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-003	J5-541-068	 right and left	 East and West	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-069	 right and left	 one by one	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-003	J5-541-070	 right and left	 one after the other	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-003	J5-541-071	 right and left	, go round and round	0	0.142857	0.0	1	0.333333	0.2
541	541	J5-541-003	J5-541-072	 right and left	 One after another	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-003	J5-541-073	 right and left	 water there, wheeling round and round	0	0.1	0.0	1	0.333333	0.125
541	541	J5-541-003	J5-541-074	 right and left	 in and out	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-075	 right and left	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-076	 right and left	y Dick swam swiftly round and round	0	0.1	0.0	1	0.333333	0.125
541	541	J5-541-003	J5-541-077	 right and left	 this or that	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-003	J5-541-078	 right and left	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-003	J5-541-079	 right and left	One after the other	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-003	J5-541-080	 right and left	 side to side	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-004	J5-541-005	You and I	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-004	J5-541-006	You and I	 here and there	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-004	J5-541-007	You and I	 one by one	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-004	J5-541-008	You and I	, zone by zone	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-004	J5-541-009	You and I	Wave after wave	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-004	J5-541-010	You and I	 by and by	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-004	J5-541-011	You and I	 light, we rolled over from each other, this way and that	0	0.066667	0.0	1	0.333333	0.076923
541	541	J5-541-004	J5-541-012	You and I	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-004	J5-541-013	You and I	 right to left	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-004	J5-541-014	You and I	 seldom or never	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-004	J5-541-015	You and I	 one by one	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-004	J5-541-016	You and I	, both large and small	0	0.142857	0.0	1	0.333333	0.2
541	541	J5-541-004	J5-541-017	You and I	 right and left	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-004	J5-541-018	You and I	 top to bottom	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-004	J5-541-019	You and I	 old and new	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-004	J5-541-020	You and I	 direct and indirect	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-004	J5-541-021	You and I	 hand to hand	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-004	J5-541-022	You and I	 this or that	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-004	J5-541-023	You and I	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-004	J5-541-024	You and I	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-004	J5-541-025	You and I	 hair braided and coiled round and round	0	0.090909	0.0	1	0.333333	0.111111
541	541	J5-541-004	J5-541-026	You and I	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-004	J5-541-027	You and I	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-004	J5-541-028	You and I	 right and left	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-004	J5-541-029	You and I	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-004	J5-541-030	You and I	 served us night after night	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-004	J5-541-031	You and I	 whenever and wherever	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-004	J5-541-032	You and I	, day after day	0	0.0	0.0	0	0.0	0.0
541	541	J5-541-004	J5-541-033	You and I	 up and down	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-004	J5-541-034	You and I	 now and then	0	0.2	0.0	1	0.333333	0.333333
541	541	J5-541-004	J5-541-035	You and I	 up and down	0	0.2	0.0	1	0.333333	0.333333
