# generated_utc	2026-08-14T19:14:46+00:00
# script	probe_v11.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	110
branch	native_connector	variant	frame_class	source_provenance	n	retained_541_n	retained_541_rate	raw_completion_541_mean	raw_completion_541_median	peak_541_mean	peak_541_median	signed_541_margin_mean	signed_541_margin_median	completion_is_target_peak_n	member_case_ids
FRAME_CROSS	and	KNOWN_NO_CONNECTOR	NO_CONNECTOR	V9_ATTESTED	8	0	0.0	-0.131818	-0.151705	-0.000102	-0.000102	-2.903532	-2.94932	0	["FRAME_CROSS__AND_ROUND__KNOWN_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__AND_ROUND__KNOWN_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__AND_ROUND__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__AND_ROUND__KNOWN_NO_CONNECTOR__THEY_SAID__NONE", "FRAME_CROSS__AND_AGAIN__KNOWN_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__AND_AGAIN__KNOWN_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__AND_AGAIN__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__AND_AGAIN__KNOWN_NO_CONNECTOR__THEY_SAID__NONE"]
FRAME_CROSS	and	KNOWN_RELATED	RELATED_DISTINCT	HELDOUT_FAMILIAR	4	0	0.0	2.274217	2.266801	2.274217	2.266801	-0.782982	-0.806292	4	["FRAME_CROSS__AND_TIME__KNOWN_RELATED__BARE__NONE", "FRAME_CROSS__AND_TIME__KNOWN_RELATED__V9_SPACE__NONE", "FRAME_CROSS__AND_TIME__KNOWN_RELATED__THE_PHRASE__NONE", "FRAME_CROSS__AND_TIME__KNOWN_RELATED__THEY_SAID__NONE"]
FRAME_CROSS	and	KNOWN_RELATED	RELATED_DISTINCT	V9_ATTESTED	8	0	0.0	0.151765	0.107753	0.194222	0.132332	-2.666045	-2.662355	4	["FRAME_CROSS__AND_ROUND__KNOWN_RELATED__BARE__NONE", "FRAME_CROSS__AND_ROUND__KNOWN_RELATED__V9_SPACE__NONE", "FRAME_CROSS__AND_ROUND__KNOWN_RELATED__THE_PHRASE__NONE", "FRAME_CROSS__AND_ROUND__KNOWN_RELATED__THEY_SAID__NONE", "FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__BARE__NONE", "FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__V9_SPACE__NONE", "FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__THE_PHRASE__NONE", "FRAME_CROSS__AND_AGAIN__KNOWN_RELATED__THEY_SAID__NONE"]
FRAME_CROSS	and	KNOWN_REPEAT	KNOWN_REPEAT	HELDOUT_FAMILIAR	4	0	0.0	2.629842	2.493429	2.629842	2.493429	-0.789014	-0.913768	4	["FRAME_CROSS__AND_TIME__KNOWN_REPEAT__BARE__NONE", "FRAME_CROSS__AND_TIME__KNOWN_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THEY_SAID__NONE"]
FRAME_CROSS	and	KNOWN_REPEAT	KNOWN_REPEAT	V9_ATTESTED	8	4	0.5	3.390342	3.439244	3.390342	3.439244	0.137905	0.133672	8	["FRAME_CROSS__AND_ROUND__KNOWN_REPEAT__BARE__NONE", "FRAME_CROSS__AND_ROUND__KNOWN_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__AND_ROUND__KNOWN_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__AND_ROUND__KNOWN_REPEAT__THEY_SAID__NONE", "FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__BARE__NONE", "FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__AND_AGAIN__KNOWN_REPEAT__THEY_SAID__NONE"]
FRAME_CROSS	by	ARBITRARY_DISTINCT	NOVEL_DISTINCT	HELDOUT_FAMILIAR	4	0	0.0	0.078249	0.113109	0.107082	0.113109	-2.835366	-2.904574	3	["FRAME_CROSS__BY_STEP__ARBITRARY_DISTINCT__BARE__NONE", "FRAME_CROSS__BY_STEP__ARBITRARY_DISTINCT__V9_SPACE__NONE", "FRAME_CROSS__BY_STEP__ARBITRARY_DISTINCT__THE_PHRASE__NONE", "FRAME_CROSS__BY_STEP__ARBITRARY_DISTINCT__THEY_SAID__NONE"]
FRAME_CROSS	by	ARBITRARY_DISTINCT	NOVEL_DISTINCT	V9_ATTESTED	8	0	0.0	-0.167411	-0.169372	-0.000102	-0.000102	-2.980382	-3.131749	0	["FRAME_CROSS__BY_ONE__ARBITRARY_DISTINCT__BARE__NONE", "FRAME_CROSS__BY_ONE__ARBITRARY_DISTINCT__V9_SPACE__NONE", "FRAME_CROSS__BY_ONE__ARBITRARY_DISTINCT__THE_PHRASE__NONE", "FRAME_CROSS__BY_ONE__ARBITRARY_DISTINCT__THEY_SAID__NONE", "FRAME_CROSS__BY_ZONE__ARBITRARY_DISTINCT__BARE__NONE", "FRAME_CROSS__BY_ZONE__ARBITRARY_DISTINCT__V9_SPACE__NONE", "FRAME_CROSS__BY_ZONE__ARBITRARY_DISTINCT__THE_PHRASE__NONE", "FRAME_CROSS__BY_ZONE__ARBITRARY_DISTINCT__THEY_SAID__NONE"]
FRAME_CROSS	by	ARBITRARY_KNOWN	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR	4	0	0.0	-0.167797	-0.167448	-0.000102	-0.000102	-2.916888	-2.993765	0	["FRAME_CROSS__BY_STEP__ARBITRARY_KNOWN__BARE__NONE", "FRAME_CROSS__BY_STEP__ARBITRARY_KNOWN__V9_SPACE__NONE", "FRAME_CROSS__BY_STEP__ARBITRARY_KNOWN__THE_PHRASE__NONE", "FRAME_CROSS__BY_STEP__ARBITRARY_KNOWN__THEY_SAID__NONE"]
FRAME_CROSS	by	ARBITRARY_KNOWN	ARBITRARY_DISTINCT	V9_ATTESTED	8	0	0.0	0.081218	0.057702	0.149446	0.107846	-2.830834	-2.908847	4	["FRAME_CROSS__BY_ONE__ARBITRARY_KNOWN__BARE__NONE", "FRAME_CROSS__BY_ONE__ARBITRARY_KNOWN__V9_SPACE__NONE", "FRAME_CROSS__BY_ONE__ARBITRARY_KNOWN__THE_PHRASE__NONE", "FRAME_CROSS__BY_ONE__ARBITRARY_KNOWN__THEY_SAID__NONE", "FRAME_CROSS__BY_ZONE__ARBITRARY_KNOWN__BARE__NONE", "FRAME_CROSS__BY_ZONE__ARBITRARY_KNOWN__V9_SPACE__NONE", "FRAME_CROSS__BY_ZONE__ARBITRARY_KNOWN__THE_PHRASE__NONE", "FRAME_CROSS__BY_ZONE__ARBITRARY_KNOWN__THEY_SAID__NONE"]
FRAME_CROSS	by	ARBITRARY_NO_CONNECTOR	NO_CONNECTOR	HELDOUT_FAMILIAR	4	0	0.0	-0.074164	-0.068453	-0.000102	-0.000102	-2.92594	-2.993765	0	["FRAME_CROSS__BY_STEP__ARBITRARY_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__BY_STEP__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__BY_STEP__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__BY_STEP__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE"]
FRAME_CROSS	by	ARBITRARY_NO_CONNECTOR	NO_CONNECTOR	V9_ATTESTED	8	0	0.0	-0.139748	-0.14022	-0.000102	-0.000102	-2.980382	-3.131749	0	["FRAME_CROSS__BY_ONE__ARBITRARY_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__BY_ONE__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__BY_ONE__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__BY_ONE__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE", "FRAME_CROSS__BY_ZONE__ARBITRARY_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__BY_ZONE__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__BY_ZONE__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__BY_ZONE__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE"]
FRAME_CROSS	by	ARBITRARY_REPEAT	NOVEL_REPEAT	HELDOUT_FAMILIAR	4	0	0.0	0.535556	0.678114	0.567896	0.678114	-2.338481	-2.508093	3	["FRAME_CROSS__BY_STEP__ARBITRARY_REPEAT__BARE__NONE", "FRAME_CROSS__BY_STEP__ARBITRARY_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__BY_STEP__ARBITRARY_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__BY_STEP__ARBITRARY_REPEAT__THEY_SAID__NONE"]
FRAME_CROSS	by	ARBITRARY_REPEAT	NOVEL_REPEAT	V9_ATTESTED	8	0	0.0	1.531289	1.409227	1.531289	1.409227	-1.460222	-1.369826	8	["FRAME_CROSS__BY_ONE__ARBITRARY_REPEAT__BARE__NONE", "FRAME_CROSS__BY_ONE__ARBITRARY_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__BY_ONE__ARBITRARY_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__BY_ONE__ARBITRARY_REPEAT__THEY_SAID__NONE", "FRAME_CROSS__BY_ZONE__ARBITRARY_REPEAT__BARE__NONE", "FRAME_CROSS__BY_ZONE__ARBITRARY_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__BY_ZONE__ARBITRARY_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__BY_ZONE__ARBITRARY_REPEAT__THEY_SAID__NONE"]
FRAME_CROSS	by	KNOWN_ARBITRARY	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR	4	0	0.0	0.191622	0.154122	0.191622	0.154122	-3.56809	-3.485607	4	["FRAME_CROSS__BY_STEP__KNOWN_ARBITRARY__BARE__NONE", "FRAME_CROSS__BY_STEP__KNOWN_ARBITRARY__V9_SPACE__NONE", "FRAME_CROSS__BY_STEP__KNOWN_ARBITRARY__THE_PHRASE__NONE", "FRAME_CROSS__BY_STEP__KNOWN_ARBITRARY__THEY_SAID__NONE"]
FRAME_CROSS	by	KNOWN_ARBITRARY	ARBITRARY_DISTINCT	V9_ATTESTED	8	0	0.0	-0.133212	-0.144203	-0.000102	-0.000102	-3.036812	-3.072368	0	["FRAME_CROSS__BY_ONE__KNOWN_ARBITRARY__BARE__NONE", "FRAME_CROSS__BY_ONE__KNOWN_ARBITRARY__V9_SPACE__NONE", "FRAME_CROSS__BY_ONE__KNOWN_ARBITRARY__THE_PHRASE__NONE", "FRAME_CROSS__BY_ONE__KNOWN_ARBITRARY__THEY_SAID__NONE", "FRAME_CROSS__BY_ZONE__KNOWN_ARBITRARY__BARE__NONE", "FRAME_CROSS__BY_ZONE__KNOWN_ARBITRARY__V9_SPACE__NONE", "FRAME_CROSS__BY_ZONE__KNOWN_ARBITRARY__THE_PHRASE__NONE", "FRAME_CROSS__BY_ZONE__KNOWN_ARBITRARY__THEY_SAID__NONE"]
FRAME_CROSS	by	KNOWN_NO_CONNECTOR	NO_CONNECTOR	HELDOUT_FAMILIAR	4	0	0.0	-0.056022	-0.03252	-0.000102	-0.000102	-2.975024	-2.949234	0	["FRAME_CROSS__BY_STEP__KNOWN_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__BY_STEP__KNOWN_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__BY_STEP__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__BY_STEP__KNOWN_NO_CONNECTOR__THEY_SAID__NONE"]
FRAME_CROSS	by	KNOWN_NO_CONNECTOR	NO_CONNECTOR	V9_ATTESTED	8	0	0.0	-0.118669	-0.139234	-0.000102	-0.000102	-2.975798	-3.072368	0	["FRAME_CROSS__BY_ONE__KNOWN_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__BY_ONE__KNOWN_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__BY_ONE__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__BY_ONE__KNOWN_NO_CONNECTOR__THEY_SAID__NONE", "FRAME_CROSS__BY_ZONE__KNOWN_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__BY_ZONE__KNOWN_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__BY_ZONE__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__BY_ZONE__KNOWN_NO_CONNECTOR__THEY_SAID__NONE"]
FRAME_CROSS	by	KNOWN_RELATED	RELATED_DISTINCT	HELDOUT_FAMILIAR	4	0	0.0	2.957981	2.913092	2.957981	2.913092	-0.801731	-0.843797	4	["FRAME_CROSS__BY_STEP__KNOWN_RELATED__BARE__NONE", "FRAME_CROSS__BY_STEP__KNOWN_RELATED__V9_SPACE__NONE", "FRAME_CROSS__BY_STEP__KNOWN_RELATED__THE_PHRASE__NONE", "FRAME_CROSS__BY_STEP__KNOWN_RELATED__THEY_SAID__NONE"]
FRAME_CROSS	by	KNOWN_RELATED	RELATED_DISTINCT	V9_ATTESTED	8	3	0.375	2.383371	2.109675	2.383371	2.109675	-0.886539	-1.022247	8	["FRAME_CROSS__BY_ONE__KNOWN_RELATED__BARE__NONE", "FRAME_CROSS__BY_ONE__KNOWN_RELATED__V9_SPACE__NONE", "FRAME_CROSS__BY_ONE__KNOWN_RELATED__THE_PHRASE__NONE", "FRAME_CROSS__BY_ONE__KNOWN_RELATED__THEY_SAID__NONE", "FRAME_CROSS__BY_ZONE__KNOWN_RELATED__BARE__NONE", "FRAME_CROSS__BY_ZONE__KNOWN_RELATED__V9_SPACE__NONE", "FRAME_CROSS__BY_ZONE__KNOWN_RELATED__THE_PHRASE__NONE", "FRAME_CROSS__BY_ZONE__KNOWN_RELATED__THEY_SAID__NONE"]
FRAME_CROSS	by	KNOWN_REPEAT	KNOWN_REPEAT	HELDOUT_FAMILIAR	4	1	0.25	3.63444	3.716597	3.63444	3.716597	-0.125272	-0.110269	4	["FRAME_CROSS__BY_STEP__KNOWN_REPEAT__BARE__NONE", "FRAME_CROSS__BY_STEP__KNOWN_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__BY_STEP__KNOWN_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__BY_STEP__KNOWN_REPEAT__THEY_SAID__NONE"]
FRAME_CROSS	by	KNOWN_REPEAT	KNOWN_REPEAT	V9_ATTESTED	8	7	0.875	4.034367	4.143892	4.034367	4.143892	0.740314	0.85749	8	["FRAME_CROSS__BY_ONE__KNOWN_REPEAT__BARE__NONE", "FRAME_CROSS__BY_ONE__KNOWN_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__BY_ONE__KNOWN_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__BY_ONE__KNOWN_REPEAT__THEY_SAID__NONE", "FRAME_CROSS__BY_ZONE__KNOWN_REPEAT__BARE__NONE", "FRAME_CROSS__BY_ZONE__KNOWN_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__BY_ZONE__KNOWN_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__BY_ZONE__KNOWN_REPEAT__THEY_SAID__NONE"]
FRAME_CROSS	to	ARBITRARY_DISTINCT	NOVEL_DISTINCT	HELDOUT_FAMILIAR	8	0	0.0	-0.103927	-0.128455	-0.000102	-0.000102	-3.031566	-3.095316	0	["FRAME_CROSS__TO_FACE__ARBITRARY_DISTINCT__BARE__NONE", "FRAME_CROSS__TO_FACE__ARBITRARY_DISTINCT__V9_SPACE__NONE", "FRAME_CROSS__TO_FACE__ARBITRARY_DISTINCT__THE_PHRASE__NONE", "FRAME_CROSS__TO_FACE__ARBITRARY_DISTINCT__THEY_SAID__NONE", "FRAME_CROSS__TO_SHOULDER__ARBITRARY_DISTINCT__BARE__NONE", "FRAME_CROSS__TO_SHOULDER__ARBITRARY_DISTINCT__V9_SPACE__NONE", "FRAME_CROSS__TO_SHOULDER__ARBITRARY_DISTINCT__THE_PHRASE__NONE", "FRAME_CROSS__TO_SHOULDER__ARBITRARY_DISTINCT__THEY_SAID__NONE"]
FRAME_CROSS	to	ARBITRARY_DISTINCT	NOVEL_DISTINCT	V9_ATTESTED	4	0	0.0	-0.15873	-0.162075	-0.000102	-0.000102	-3.326311	-3.321546	0	["FRAME_CROSS__TO_HAND__ARBITRARY_DISTINCT__BARE__NONE", "FRAME_CROSS__TO_HAND__ARBITRARY_DISTINCT__V9_SPACE__NONE", "FRAME_CROSS__TO_HAND__ARBITRARY_DISTINCT__THE_PHRASE__NONE", "FRAME_CROSS__TO_HAND__ARBITRARY_DISTINCT__THEY_SAID__NONE"]
FRAME_CROSS	to	ARBITRARY_KNOWN	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR	8	0	0.0	-0.095006	-0.10373	0.000614	-0.000102	-3.071099	-3.136258	1	["FRAME_CROSS__TO_FACE__ARBITRARY_KNOWN__BARE__NONE", "FRAME_CROSS__TO_FACE__ARBITRARY_KNOWN__V9_SPACE__NONE", "FRAME_CROSS__TO_FACE__ARBITRARY_KNOWN__THE_PHRASE__NONE", "FRAME_CROSS__TO_FACE__ARBITRARY_KNOWN__THEY_SAID__NONE", "FRAME_CROSS__TO_SHOULDER__ARBITRARY_KNOWN__BARE__NONE", "FRAME_CROSS__TO_SHOULDER__ARBITRARY_KNOWN__V9_SPACE__NONE", "FRAME_CROSS__TO_SHOULDER__ARBITRARY_KNOWN__THE_PHRASE__NONE", "FRAME_CROSS__TO_SHOULDER__ARBITRARY_KNOWN__THEY_SAID__NONE"]
FRAME_CROSS	to	ARBITRARY_KNOWN	ARBITRARY_DISTINCT	V9_ATTESTED	4	0	0.0	-0.138197	-0.14203	-0.000102	-0.000102	-3.326311	-3.321546	0	["FRAME_CROSS__TO_HAND__ARBITRARY_KNOWN__BARE__NONE", "FRAME_CROSS__TO_HAND__ARBITRARY_KNOWN__V9_SPACE__NONE", "FRAME_CROSS__TO_HAND__ARBITRARY_KNOWN__THE_PHRASE__NONE", "FRAME_CROSS__TO_HAND__ARBITRARY_KNOWN__THEY_SAID__NONE"]
FRAME_CROSS	to	ARBITRARY_NO_CONNECTOR	NO_CONNECTOR	HELDOUT_FAMILIAR	8	0	0.0	-0.131808	-0.134586	-0.000102	-0.000102	-3.021637	-3.095316	0	["FRAME_CROSS__TO_FACE__ARBITRARY_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__TO_FACE__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__TO_FACE__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__TO_FACE__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE", "FRAME_CROSS__TO_SHOULDER__ARBITRARY_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__TO_SHOULDER__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__TO_SHOULDER__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__TO_SHOULDER__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE"]
FRAME_CROSS	to	ARBITRARY_NO_CONNECTOR	NO_CONNECTOR	V9_ATTESTED	4	0	0.0	-0.121241	-0.141505	-0.000102	-0.000102	-3.425074	-3.421265	0	["FRAME_CROSS__TO_HAND__ARBITRARY_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__TO_HAND__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__TO_HAND__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__TO_HAND__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE"]
FRAME_CROSS	to	ARBITRARY_REPEAT	NOVEL_REPEAT	HELDOUT_FAMILIAR	8	0	0.0	1.111707	1.149702	1.132714	1.149702	-1.956984	-1.958244	7	["FRAME_CROSS__TO_FACE__ARBITRARY_REPEAT__BARE__NONE", "FRAME_CROSS__TO_FACE__ARBITRARY_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__TO_FACE__ARBITRARY_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__TO_FACE__ARBITRARY_REPEAT__THEY_SAID__NONE", "FRAME_CROSS__TO_SHOULDER__ARBITRARY_REPEAT__BARE__NONE", "FRAME_CROSS__TO_SHOULDER__ARBITRARY_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__TO_SHOULDER__ARBITRARY_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__TO_SHOULDER__ARBITRARY_REPEAT__THEY_SAID__NONE"]
FRAME_CROSS	to	ARBITRARY_REPEAT	NOVEL_REPEAT	V9_ATTESTED	4	0	0.0	0.085151	0.091448	0.094899	0.092184	-3.23131	-3.146026	2	["FRAME_CROSS__TO_HAND__ARBITRARY_REPEAT__BARE__NONE", "FRAME_CROSS__TO_HAND__ARBITRARY_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__TO_HAND__ARBITRARY_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__TO_HAND__ARBITRARY_REPEAT__THEY_SAID__NONE"]
FRAME_CROSS	to	KNOWN_ARBITRARY	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR	8	0	0.0	-0.019556	-0.051697	0.030063	-0.000102	-3.077883	-3.143619	3	["FRAME_CROSS__TO_FACE__KNOWN_ARBITRARY__BARE__NONE", "FRAME_CROSS__TO_FACE__KNOWN_ARBITRARY__V9_SPACE__NONE", "FRAME_CROSS__TO_FACE__KNOWN_ARBITRARY__THE_PHRASE__NONE", "FRAME_CROSS__TO_FACE__KNOWN_ARBITRARY__THEY_SAID__NONE", "FRAME_CROSS__TO_SHOULDER__KNOWN_ARBITRARY__BARE__NONE", "FRAME_CROSS__TO_SHOULDER__KNOWN_ARBITRARY__V9_SPACE__NONE", "FRAME_CROSS__TO_SHOULDER__KNOWN_ARBITRARY__THE_PHRASE__NONE", "FRAME_CROSS__TO_SHOULDER__KNOWN_ARBITRARY__THEY_SAID__NONE"]
FRAME_CROSS	to	KNOWN_ARBITRARY	ARBITRARY_DISTINCT	V9_ATTESTED	4	0	0.0	-0.149249	-0.154801	-0.000102	-0.000102	-2.982827	-3.054489	0	["FRAME_CROSS__TO_HAND__KNOWN_ARBITRARY__BARE__NONE", "FRAME_CROSS__TO_HAND__KNOWN_ARBITRARY__V9_SPACE__NONE", "FRAME_CROSS__TO_HAND__KNOWN_ARBITRARY__THE_PHRASE__NONE", "FRAME_CROSS__TO_HAND__KNOWN_ARBITRARY__THEY_SAID__NONE"]
FRAME_CROSS	to	KNOWN_NO_CONNECTOR	NO_CONNECTOR	HELDOUT_FAMILIAR	8	0	0.0	-0.054838	-0.124992	0.053682	-0.000102	-2.918141	-2.93912	2	["FRAME_CROSS__TO_FACE__KNOWN_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__TO_FACE__KNOWN_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__TO_FACE__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__TO_FACE__KNOWN_NO_CONNECTOR__THEY_SAID__NONE", "FRAME_CROSS__TO_SHOULDER__KNOWN_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__TO_SHOULDER__KNOWN_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__TO_SHOULDER__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__TO_SHOULDER__KNOWN_NO_CONNECTOR__THEY_SAID__NONE"]
FRAME_CROSS	to	KNOWN_NO_CONNECTOR	NO_CONNECTOR	V9_ATTESTED	4	0	0.0	0.352443	0.414085	0.392519	0.414085	-2.557887	-2.6622	3	["FRAME_CROSS__TO_HAND__KNOWN_NO_CONNECTOR__BARE__NONE", "FRAME_CROSS__TO_HAND__KNOWN_NO_CONNECTOR__V9_SPACE__NONE", "FRAME_CROSS__TO_HAND__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE", "FRAME_CROSS__TO_HAND__KNOWN_NO_CONNECTOR__THEY_SAID__NONE"]
FRAME_CROSS	to	KNOWN_RELATED	RELATED_DISTINCT	HELDOUT_FAMILIAR	8	0	0.0	1.620674	1.652923	1.620674	1.652923	-1.463708	-1.385333	8	["FRAME_CROSS__TO_FACE__KNOWN_RELATED__BARE__NONE", "FRAME_CROSS__TO_FACE__KNOWN_RELATED__V9_SPACE__NONE", "FRAME_CROSS__TO_FACE__KNOWN_RELATED__THE_PHRASE__NONE", "FRAME_CROSS__TO_FACE__KNOWN_RELATED__THEY_SAID__NONE", "FRAME_CROSS__TO_SHOULDER__KNOWN_RELATED__BARE__NONE", "FRAME_CROSS__TO_SHOULDER__KNOWN_RELATED__V9_SPACE__NONE", "FRAME_CROSS__TO_SHOULDER__KNOWN_RELATED__THE_PHRASE__NONE", "FRAME_CROSS__TO_SHOULDER__KNOWN_RELATED__THEY_SAID__NONE"]
FRAME_CROSS	to	KNOWN_RELATED	RELATED_DISTINCT	V9_ATTESTED	4	0	0.0	1.692227	1.72904	1.692227	1.72904	-1.290498	-1.326379	4	["FRAME_CROSS__TO_HAND__KNOWN_RELATED__BARE__NONE", "FRAME_CROSS__TO_HAND__KNOWN_RELATED__V9_SPACE__NONE", "FRAME_CROSS__TO_HAND__KNOWN_RELATED__THE_PHRASE__NONE", "FRAME_CROSS__TO_HAND__KNOWN_RELATED__THEY_SAID__NONE"]
FRAME_CROSS	to	KNOWN_REPEAT	KNOWN_REPEAT	HELDOUT_FAMILIAR	8	5	0.625	3.257165	3.136175	3.257165	3.136175	-0.161594	0.056333	8	["FRAME_CROSS__TO_FACE__KNOWN_REPEAT__BARE__NONE", "FRAME_CROSS__TO_FACE__KNOWN_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THEY_SAID__NONE", "FRAME_CROSS__TO_SHOULDER__KNOWN_REPEAT__BARE__NONE", "FRAME_CROSS__TO_SHOULDER__KNOWN_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__TO_SHOULDER__KNOWN_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__TO_SHOULDER__KNOWN_REPEAT__THEY_SAID__NONE"]
FRAME_CROSS	to	KNOWN_REPEAT	KNOWN_REPEAT	V9_ATTESTED	4	4	1.0	4.288232	4.461695	4.288232	4.461695	0.584822	0.531102	4	["FRAME_CROSS__TO_HAND__KNOWN_REPEAT__BARE__NONE", "FRAME_CROSS__TO_HAND__KNOWN_REPEAT__V9_SPACE__NONE", "FRAME_CROSS__TO_HAND__KNOWN_REPEAT__THE_PHRASE__NONE", "FRAME_CROSS__TO_HAND__KNOWN_REPEAT__THEY_SAID__NONE"]
