# generated_utc	2026-08-14T18:12:44+00:00
# script	probe_v9.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	566
route_id	target_neuron	source_index	method	found	string	source_start	source_end	source_span_n_tok	realised_n_tok	dest	target_wins	target_peak	target_peakpos	target_peak_token	target_peak_drift	best_other	best_other_peak	signed_target_margin	reported_delta	runner_up	roundtrip_stable	realised_token_ids	word_right_source_end	pareto_index	pareto_size
J5-541-005	541	5	TOKEN_MIN	1	 now and then	133	136	3	3	541	1	3.729734	3	 then	-0.604288	1888	3.160015	0.569719	0.569719	1888	1	[783, 290, 788]			
J5-541-005	541	5	WORD_ANCHORED	1	 now and then	133	136	3	3	541	1	3.729742	3	 then	-0.60428	1888	3.160015	0.569727	0.569727	1888	1	[783, 290, 788]	136		
J5-541-005	541	5	MARGIN_MAX	1	on for a chap that rips a little now and then	124	136	12	12	541	1	4.012655	12	 then	-0.321367	2874	2.815571	1.197084	1.197084	2874	1	[261, 329, 257, 28022, 326, 374, 2419, 257, 1310, 783, 290, 788]			
J5-541-005	541	5	PARETO	1	 now and then	133	136	3	3	541	1	3.729734	3	 then	-0.604288	1888	3.160015	0.569719	0.569719	1888	1	[783, 290, 788]		1	4
J5-541-005	541	5	PARETO	1	 a little now and then	131	136	5	5	541	1	3.870134	5	 then	-0.463888	1888	3.219319	0.650815	0.650815	1888	1	[257, 1310, 783, 290, 788]		2	4
J5-541-005	541	5	PARETO	1	ips a little now and then	130	136	6	6	541	1	3.611579	6	 then	-0.722443	1790	2.678524	0.933055	0.933055	1790	1	[2419, 257, 1310, 783, 290, 788]		3	4
J5-541-005	541	5	PARETO	1	on for a chap that rips a little now and then	124	136	12	12	541	1	4.012655	12	 then	-0.321367	2874	2.815571	1.197084	1.197084	2874	1	[261, 329, 257, 28022, 326, 374, 2419, 257, 1310, 783, 290, 788]		4	4
J5-541-006	541	6	PREFIX	1	It was of a dark, purplish, yellow colour, here and there	0	16	16	16	541	1	3.468715	16	 there	1e-06	2031	3.361091	0.107624	0.107624	2031	1	[1026, 373, 286, 257, 3223, 11, 1308, 489, 680, 11, 7872, 9568, 11, 994, 290, 612]			
J5-541-006	541	6	TOKEN_MIN	1	 here and there	13	16	3	3	541	1	3.824302	3	 there	0.355588	464	2.896079	0.928223	0.928223	464	1	[994, 290, 612]			
J5-541-006	541	6	WORD_ANCHORED	1	 here and there	13	16	3	3	541	1	3.824307	3	 there	0.355593	464	2.896076	0.928231	0.928231	464	1	[994, 290, 612]	16		
J5-541-006	541	6	MARGIN_MAX	1	plish, yellow colour, here and there	7	16	9	9	541	1	4.548967	9	 there	1.080253	1371	2.872123	1.676844	1.676844	1371	1	[489, 680, 11, 7872, 9568, 11, 994, 290, 612]			
J5-541-006	541	6	PARETO	1	 here and there	13	16	3	3	541	1	3.824302	3	 there	0.355588	464	2.896079	0.928223	0.928223	464	1	[994, 290, 612]		1	5
J5-541-006	541	6	PARETO	1	, here and there	12	16	4	4	541	1	4.193989	4	 there	0.725275	2753	2.903779	1.29021	1.29021	2753	1	[11, 994, 290, 612]		2	5
J5-541-006	541	6	PARETO	1	, yellow colour, here and there	9	16	7	7	541	1	4.525638	7	 there	1.056924	1371	3.131226	1.394412	1.394412	1371	1	[11, 7872, 9568, 11, 994, 290, 612]		3	5
J5-541-006	541	6	PARETO	1	ish, yellow colour, here and there	8	16	8	8	541	1	4.384863	8	 there	0.916149	2753	2.733898	1.650964	1.650964	2753	1	[680, 11, 7872, 9568, 11, 994, 290, 612]		4	5
J5-541-006	541	6	PARETO	1	plish, yellow colour, here and there	7	16	9	9	541	1	4.548967	9	 there	1.080253	1371	2.872123	1.676844	1.676844	1371	1	[489, 680, 11, 7872, 9568, 11, 994, 290, 612]		5	5
J5-541-007	541	7	PREFIX	1	But at length all the past night’s events soberly recurred, one by one	0	19	19	19	541	1	3.778199	19	 one	-5e-06	1581	3.549123	0.229076	0.229076	1581	1	[1537, 379, 4129, 477, 262, 1613, 1755, 447, 247, 82, 2995, 24281, 306, 664, 12808, 11, 530, 416, 530]			
J5-541-007	541	7	TOKEN_MIN	1	 one by one	16	19	3	3	541	1	4.760399	3	 one	0.982195	1888	3.443679	1.31672	1.31672	1888	1	[530, 416, 530]			
J5-541-007	541	7	WORD_ANCHORED	1	 one by one	16	19	3	3	541	1	4.7604	3	 one	0.982196	1888	3.44368	1.31672	1.31672	1888	1	[530, 416, 530]	19		
J5-541-007	541	7	MARGIN_MAX	1	, one by one	15	19	4	4	541	1	4.142771	4	 one	0.364567	2659	2.773091	1.369679	1.369679	2659	1	[11, 530, 416, 530]			
J5-541-007	541	7	PARETO	1	 one by one	16	19	3	3	541	1	4.760399	3	 one	0.982195	1888	3.443679	1.31672	1.31672	1888	1	[530, 416, 530]		1	2
J5-541-007	541	7	PARETO	1	, one by one	15	19	4	4	541	1	4.142771	4	 one	0.364567	2659	2.773091	1.369679	1.369679	2659	1	[11, 530, 416, 530]		2	2
J5-541-008	541	8	PREFIX	1	which, barred with various tints, seemed like the Andes’ western slope, to show forth in one array, contrasting climates, zone by zone	0	31	31	31	541	1	4.483139	31	 zone	0.0	419	3.840564	0.642576	0.642576	419	1	[4758, 11, 23902, 351, 2972, 256, 29503, 11, 3947, 588, 262, 843, 274, 447, 247, 8830, 22638, 11, 284, 905, 6071, 287, 530, 7177, 11, 40737, 45225, 11, 6516, 416, 6516]			
J5-541-008	541	8	TOKEN_MIN	1	, zone by zone	27	31	4	4	541	1	3.221407	4	 zone	-1.261732	2566	2.473281	0.748125	0.748125	2566	1	[11, 6516, 416, 6516]			
J5-541-008	541	8	WORD_ANCHORED	1	, zone by zone	27	31	4	4	541	1	3.22141	4	 zone	-1.261729	2566	2.473284	0.748127	0.748127	2566	1	[11, 6516, 416, 6516]	31		
J5-541-008	541	8	MARGIN_MAX	1	, contrasting climates, zone by zone	24	31	7	7	541	1	4.3725	7	 zone	-0.110639	2659	3.436868	0.935633	0.935633	2659	1	[11, 40737, 45225, 11, 6516, 416, 6516]			
J5-541-008	541	8	PARETO	1	, zone by zone	27	31	4	4	541	1	3.221407	4	 zone	-1.261732	2566	2.473281	0.748125	0.748125	2566	1	[11, 6516, 416, 6516]		1	3
J5-541-008	541	8	PARETO	1	 climates, zone by zone	26	31	5	5	541	1	4.366268	5	 zone	-0.116871	2659	3.431369	0.934899	0.934899	2659	1	[45225, 11, 6516, 416, 6516]		2	3
J5-541-008	541	8	PARETO	1	, contrasting climates, zone by zone	24	31	7	7	541	1	4.3725	7	 zone	-0.110639	2659	3.436868	0.935633	0.935633	2659	1	[11, 40737, 45225, 11, 6516, 416, 6516]		3	3
J5-541-009	541	9	PREFIX	1	Wave after wave	0	3	3	3	541	1	3.763648	3	 wave	3e-06	1738	3.584898	0.17875	0.17875	1738	1	[39709, 706, 6769]			
J5-541-009	541	9	TOKEN_MIN	1	Wave after wave	0	3	3	3	541	1	3.763648	3	 wave	3e-06	1738	3.584898	0.17875	0.17875	1738	1	[39709, 706, 6769]			
J5-541-009	541	9	WORD_ANCHORED	1	Wave after wave	0	3	3	3	541	1	3.763648	3	 wave	3e-06	1738	3.584898	0.17875	0.17875	1738	1	[39709, 706, 6769]	3		
J5-541-009	541	9	MARGIN_MAX	1	Wave after wave	0	3	3	3	541	1	3.763648	3	 wave	3e-06	1738	3.584898	0.17875	0.17875	1738	1	[39709, 706, 6769]			
J5-541-009	541	9	PARETO	1	Wave after wave	0	3	3	3	541	1	3.763648	3	 wave	3e-06	1738	3.584898	0.17875	0.17875	1738	1	[39709, 706, 6769]		1	1
J5-541-010	541	10	PREFIX	1	But by and by	0	4	4	4	541	1	3.349892	4	 by	0.0	2292	2.96572	0.384172	0.384172	2292	1	[1537, 416, 290, 416]			
J5-541-010	541	10	TOKEN_MIN	1	 by and by	1	4	3	3	541	1	3.822134	3	 by	0.472242	1888	3.005754	0.81638	0.81638	1888	1	[416, 290, 416]			
J5-541-010	541	10	WORD_ANCHORED	1	 by and by	1	4	3	3	541	1	3.822134	3	 by	0.472242	1888	3.005754	0.81638	0.81638	1888	1	[416, 290, 416]	4		
J5-541-010	541	10	MARGIN_MAX	1	 by and by	1	4	3	3	541	1	3.822134	3	 by	0.472242	1888	3.005754	0.81638	0.81638	1888	1	[416, 290, 416]			
J5-541-010	541	10	PARETO	1	 by and by	1	4	3	3	541	1	3.822134	3	 by	0.472242	1888	3.005754	0.81638	0.81638	1888	1	[416, 290, 416]		1	1
J5-541-011	541	11	PREFIX	1	His story being ended with his pipe’s last dying puff, Queequeg embraced me, pressed his forehead against mine, and blowing out the light, we rolled over from each other, this way and that	0	43	43	43	541	1	5.005466	43	 that	9e-06	2659	4.213689	0.791777	0.791777	2659	1	[6653, 1621, 852, 4444, 351, 465, 12656, 447, 247, 82, 938, 9950, 33679, 11, 4670, 4853, 1533, 18079, 502, 11, 12070, 465, 22645, 1028, 6164, 11, 290, 19280, 503, 262, 1657, 11, 356, 11686, 625, 422, 1123, 584, 11, 428, 835, 290, 326]			
J5-541-011	541	11	TOKEN_MIN	1	 light, we rolled over from each other, this way and that	30	43	13	13	541	1	3.537515	13	 that	-1.467942	1888	3.476013	0.061502	0.061502	1888	1	[1657, 11, 356, 11686, 625, 422, 1123, 584, 11, 428, 835, 290, 326]			
J5-541-011	541	11	WORD_ANCHORED	1	 light, we rolled over from each other, this way and that	30	43	13	13	541	1	3.537515	13	 that	-1.467942	1888	3.476013	0.061502	0.061502	1888	1	[1657, 11, 356, 11686, 625, 422, 1123, 584, 11, 428, 835, 290, 326]	43		
J5-541-011	541	11	MARGIN_MAX	1	His story being ended with his pipe’s last dying puff, Queequeg embraced me, pressed his forehead against mine, and blowing out the light, we rolled over from each other, this way and that	0	43	43	43	541	1	5.005466	43	 that	9e-06	2659	4.213689	0.791777	0.791777	2659	1	[6653, 1621, 852, 4444, 351, 465, 12656, 447, 247, 82, 938, 9950, 33679, 11, 4670, 4853, 1533, 18079, 502, 11, 12070, 465, 22645, 1028, 6164, 11, 290, 19280, 503, 262, 1657, 11, 356, 11686, 625, 422, 1123, 584, 11, 428, 835, 290, 326]			
J5-541-011	541	11	PARETO	1	 light, we rolled over from each other, this way and that	30	43	13	13	541	1	3.537515	13	 that	-1.467942	1888	3.476013	0.061502	0.061502	1888	1	[1657, 11, 356, 11686, 625, 422, 1123, 584, 11, 428, 835, 290, 326]		1	13
J5-541-011	541	11	PARETO	1	 the light, we rolled over from each other, this way and that	29	43	14	14	541	1	3.557143	14	 that	-1.448314	2659	3.458635	0.098509	0.098509	2659	1	[262, 1657, 11, 356, 11686, 625, 422, 1123, 584, 11, 428, 835, 290, 326]		2	13
J5-541-011	541	11	PARETO	1	 blowing out the light, we rolled over from each other, this way and that	27	43	16	16	541	1	3.660221	16	 that	-1.345236	2659	3.480583	0.179638	0.179638	2659	1	[19280, 503, 262, 1657, 11, 356, 11686, 625, 422, 1123, 584, 11, 428, 835, 290, 326]		3	13
J5-541-011	541	11	PARETO	1	 and blowing out the light, we rolled over from each other, this way and that	26	43	17	17	541	1	3.992813	17	 that	-1.012644	2659	3.730448	0.262365	0.262365	2659	1	[290, 19280, 503, 262, 1657, 11, 356, 11686, 625, 422, 1123, 584, 11, 428, 835, 290, 326]		4	13
J5-541-011	541	11	PARETO	1	, and blowing out the light, we rolled over from each other, this way and that	25	43	18	18	541	1	4.511708	18	 that	-0.493749	2659	3.986664	0.525045	0.525045	2659	1	[11, 290, 19280, 503, 262, 1657, 11, 356, 11686, 625, 422, 1123, 584, 11, 428, 835, 290, 326]		5	13
J5-541-011	541	11	PARETO	1	 against mine, and blowing out the light, we rolled over from each other, this way and that	23	43	20	20	541	1	4.43985	20	 that	-0.565607	2659	3.902543	0.537307	0.537307	2659	1	[1028, 6164, 11, 290, 19280, 503, 262, 1657, 11, 356, 11686, 625, 422, 1123, 584, 11, 428, 835, 290, 326]		6	13
J5-541-011	541	11	PARETO	1	 forehead against mine, and blowing out the light, we rolled over from each other, this way and that	22	43	21	21	541	1	4.557857	21	 that	-0.4476	2659	4.005169	0.552688	0.552688	2659	1	[22645, 1028, 6164, 11, 290, 19280, 503, 262, 1657, 11, 356, 11686, 625, 422, 1123, 584, 11, 428, 835, 290, 326]		7	13
J5-541-011	541	11	PARETO	1	�s last dying puff, Queequeg embraced me, pressed his forehead against mine, and blowing out the light, we rolled over from each other, this way and that	8	43	35	35	541	1	4.718946	35	 that	-0.286511	2659	4.09639	0.622556	0.622556	2659	1	[4210, 82, 938, 9950, 33679, 11, 4670, 4853, 1533, 18079, 502, 11, 12070, 465, 22645, 1028, 6164, 11, 290, 19280, 503, 262, 1657, 11, 356, 11686, 625, 422, 1123, 584, 11, 428, 835, 290, 326]		8	13
J5-541-011	541	11	PARETO	1	’s last dying puff, Queequeg embraced me, pressed his forehead against mine, and blowing out the light, we rolled over from each other, this way and that	7	43	36	36	541	1	4.748157	36	 that	-0.2573	2659	4.106601	0.641555	0.641555	2659	1	[447, 247, 82, 938, 9950, 33679, 11, 4670, 4853, 1533, 18079, 502, 11, 12070, 465, 22645, 1028, 6164, 11, 290, 19280, 503, 262, 1657, 11, 356, 11686, 625, 422, 1123, 584, 11, 428, 835, 290, 326]		9	13
J5-541-011	541	11	PARETO	1	 pipe’s last dying puff, Queequeg embraced me, pressed his forehead against mine, and blowing out the light, we rolled over from each other, this way and that	6	43	37	37	541	1	4.838966	37	 that	-0.166491	2659	4.14944	0.689526	0.689526	2659	1	[12656, 447, 247, 82, 938, 9950, 33679, 11, 4670, 4853, 1533, 18079, 502, 11, 12070, 465, 22645, 1028, 6164, 11, 290, 19280, 503, 262, 1657, 11, 356, 11686, 625, 422, 1123, 584, 11, 428, 835, 290, 326]		10	13
J5-541-011	541	11	PARETO	1	 ended with his pipe’s last dying puff, Queequeg embraced me, pressed his forehead against mine, and blowing out the light, we rolled over from each other, this way and that	3	43	40	40	541	1	4.857962	40	 that	-0.147495	2659	4.138781	0.719181	0.719181	2659	1	[4444, 351, 465, 12656, 447, 247, 82, 938, 9950, 33679, 11, 4670, 4853, 1533, 18079, 502, 11, 12070, 465, 22645, 1028, 6164, 11, 290, 19280, 503, 262, 1657, 11, 356, 11686, 625, 422, 1123, 584, 11, 428, 835, 290, 326]		11	13
J5-541-011	541	11	PARETO	1	 story being ended with his pipe’s last dying puff, Queequeg embraced me, pressed his forehead against mine, and blowing out the light, we rolled over from each other, this way and that	1	43	42	42	541	1	4.992335	42	 that	-0.013122	2659	4.205079	0.787257	0.787257	2659	1	[1621, 852, 4444, 351, 465, 12656, 447, 247, 82, 938, 9950, 33679, 11, 4670, 4853, 1533, 18079, 502, 11, 12070, 465, 22645, 1028, 6164, 11, 290, 19280, 503, 262, 1657, 11, 356, 11686, 625, 422, 1123, 584, 11, 428, 835, 290, 326]		12	13
J5-541-011	541	11	PARETO	1	His story being ended with his pipe’s last dying puff, Queequeg embraced me, pressed his forehead against mine, and blowing out the light, we rolled over from each other, this way and that	0	43	43	43	541	1	5.005466	43	 that	9e-06	2659	4.213689	0.791777	0.791777	2659	1	[6653, 1621, 852, 4444, 351, 465, 12656, 447, 247, 82, 938, 9950, 33679, 11, 4670, 4853, 1533, 18079, 502, 11, 12070, 465, 22645, 1028, 6164, 11, 290, 19280, 503, 262, 1657, 11, 356, 11686, 625, 422, 1123, 584, 11, 428, 835, 290, 326]		13	13
J5-541-012	541	12	PREFIX	1	But we heeded them not, going along wheeling the barrow by turns, and Queequeg now and then	0	24	24	24	541	1	3.861354	24	 then	-1e-06	2514	3.806419	0.054935	0.054935	2514	1	[1537, 356, 339, 15395, 606, 407, 11, 1016, 1863, 7825, 278, 262, 2318, 808, 416, 4962, 11, 290, 4670, 4853, 1533, 783, 290, 788]			
J5-541-012	541	12	TOKEN_MIN	1	 now and then	21	24	3	3	541	1	3.729738	3	 then	-0.131617	1888	3.160017	0.569721	0.569721	1888	1	[783, 290, 788]			
J5-541-012	541	12	WORD_ANCHORED	1	 now and then	21	24	3	3	541	1	3.729742	3	 then	-0.131613	1888	3.160015	0.569727	0.569727	1888	1	[783, 290, 788]	24		
J5-541-012	541	12	MARGIN_MAX	1	equeg now and then	19	24	5	5	541	1	4.423715	5	 then	0.56236	1790	2.50461	1.919105	1.919105	1790	1	[4853, 1533, 783, 290, 788]			
J5-541-012	541	12	PARETO	1	 now and then	21	24	3	3	541	1	3.729738	3	 then	-0.131617	1888	3.160017	0.569721	0.569721	1888	1	[783, 290, 788]		1	3
J5-541-012	541	12	PARETO	1	eg now and then	20	24	4	4	541	1	4.190372	4	 then	0.329017	1888	2.5947	1.595672	1.595672	1888	1	[1533, 783, 290, 788]		2	3
J5-541-012	541	12	PARETO	1	equeg now and then	19	24	5	5	541	1	4.423715	5	 then	0.56236	1790	2.50461	1.919105	1.919105	1790	1	[4853, 1533, 783, 290, 788]		3	3
J5-541-013	541	13	PREFIX	1	It flew from right to left	0	6	6	6	541	1	4.879674	6	 left	0.0	1888	3.132283	1.747391	1.747391	1888	1	[1026, 13112, 422, 826, 284, 1364]			
J5-541-013	541	13	TOKEN_MIN	1	 right to left	3	6	3	3	541	1	3.152812	3	 left	-1.726862	1888	3.113197	0.039615	0.039615	1888	1	[826, 284, 1364]			
J5-541-013	541	13	WORD_ANCHORED	1	 right to left	3	6	3	3	541	1	3.152812	3	 left	-1.726862	1888	3.113197	0.039615	0.039615	1888	1	[826, 284, 1364]	6		
J5-541-013	541	13	MARGIN_MAX	1	 from right to left	2	6	4	4	541	1	4.81061	4	 left	-0.069064	1888	2.680056	2.130554	2.130554	1888	1	[422, 826, 284, 1364]			
J5-541-013	541	13	PARETO	1	 right to left	3	6	3	3	541	1	3.152812	3	 left	-1.726862	1888	3.113197	0.039615	0.039615	1888	1	[826, 284, 1364]		1	2
J5-541-013	541	13	PARETO	1	 from right to left	2	6	4	4	541	1	4.81061	4	 left	-0.069064	1888	2.680056	2.130554	2.130554	1888	1	[422, 826, 284, 1364]		2	2
J5-541-014	541	14	PREFIX	1	That’s strange, thought I; but at any rate, since the harpoon stands yonder, and he seldom or never	0	27	27	27	541	1	3.479546	27	 never	-3e-06	2874	3.378344	0.101203	0.101203	2874	1	[2504, 447, 247, 82, 6283, 11, 1807, 314, 26, 475, 379, 597, 2494, 11, 1201, 262, 3971, 26743, 6296, 331, 8623, 11, 290, 339, 25129, 393, 1239]			
J5-541-014	541	14	TOKEN_MIN	1	 seldom or never	24	27	3	3	541	1	3.666391	3	 never	0.186842	2898	3.417929	0.248462	0.248462	2898	1	[25129, 393, 1239]			
J5-541-014	541	14	WORD_ANCHORED	1	 seldom or never	24	27	3	3	541	1	3.666386	3	 never	0.186837	2898	3.417932	0.248454	0.248454	2898	1	[25129, 393, 1239]	27		
J5-541-014	541	14	MARGIN_MAX	1	s strange, thought I; but at any rate, since the harpoon stands yonder, and he seldom or never	3	27	24	24	541	1	3.416828	24	 never	-0.062721	2874	3.159141	0.257687	0.257687	2874	1	[82, 6283, 11, 1807, 314, 26, 475, 379, 597, 2494, 11, 1201, 262, 3971, 26743, 6296, 331, 8623, 11, 290, 339, 25129, 393, 1239]			
J5-541-014	541	14	PARETO	1	 seldom or never	24	27	3	3	541	1	3.666391	3	 never	0.186842	2898	3.417929	0.248462	0.248462	2898	1	[25129, 393, 1239]		1	3
J5-541-014	541	14	PARETO	1	 any rate, since the harpoon stands yonder, and he seldom or never	11	27	16	16	541	1	3.487015	16	 never	0.007466	2898	3.236274	0.250741	0.250741	2898	1	[597, 2494, 11, 1201, 262, 3971, 26743, 6296, 331, 8623, 11, 290, 339, 25129, 393, 1239]		2	3
J5-541-014	541	14	PARETO	1	s strange, thought I; but at any rate, since the harpoon stands yonder, and he seldom or never	3	27	24	24	541	1	3.416828	24	 never	-0.062721	2874	3.159141	0.257687	0.257687	2874	1	[82, 6283, 11, 1807, 314, 26, 475, 379, 597, 2494, 11, 1201, 262, 3971, 26743, 6296, 331, 8623, 11, 290, 339, 25129, 393, 1239]		3	3
J5-541-015	541	15	PREFIX	1	I had seen a sailor who had visited that very island, and he told me that it was the custom, when a great battle had been gained there, to barbecue all the slain in the yard or garden of the victor; and then, one by one	0	52	52	52	541	1	4.143819	52	 one	-1e-06	1328	3.806166	0.337653	0.337653	1328	1	[40, 550, 1775, 257, 43272, 508, 550, 8672, 326, 845, 7022, 11, 290, 339, 1297, 502, 326, 340, 373, 262, 2183, 11, 618, 257, 1049, 3344, 550, 587, 8618, 612, 11, 284, 36646, 477, 262, 27029, 287, 262, 12699, 393, 11376, 286, 262, 2210, 273, 26, 290, 788, 11, 530, 416, 530]			
J5-541-015	541	15	TOKEN_MIN	1	 one by one	49	52	3	3	541	1	4.760403	3	 one	0.616583	1888	3.443682	1.316721	1.316721	1888	1	[530, 416, 530]			
