# generated_utc	2026-08-15T02:06:36+00:00
# script	probe_v15.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	1049
route_id	full_text	source_start	source_end	source_width	span	realised_n_tok	intended_token_ids	realised_token_ids	roundtrip_stable	destination	target_retained	runner_up	margin	winner_peak	target_peak	target_peak_fraction_of_full	target_peak_pos	target_local_winner	target_local_rank	target_local_margin
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	0	2	2	It was	2	[1026, 373]	[1026, 373]	1	1888	0	2256	0.771414	3.132283	2.023738	0.589374	2	0	2	-0.266305
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	1	3	2	 was cold	2	[373, 4692]	[373, 4692]	1	1790	0	1888	0.142813	3.289209	1.706605	0.497015	2	0	3	-1.150042
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	2	4	2	 cold as	2	[4692, 355]	[4692, 355]	1	2864	0	1888	0.197891	3.055446	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	3	5	2	 as Iceland	2	[355, 17333]	[355, 17333]	1	1888	0	1790	0.120653	2.794766	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	4	6	2	 Iceland—	2	[17333, 960]	[17333, 960]	1	1888	0	2256	0.980291	3.34116	0.310138	0.090322	2	0	124	-2.206046
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	5	7	2	—no	2	[960, 3919]	[960, 3919]	1	693	0	1888	0.953339	3.535854	0.197541	0.05753	1	0	191	-3.338314
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	6	8	2	no fire	2	[3919, 2046]	[3919, 2046]	1	1888	0	2256	0.107754	2.468623	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	7	9	2	 fire at	2	[2046, 379]	[2046, 379]	1	1888	0	2256	0.557151	2.91802	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	8	10	2	 at all	2	[379, 477]	[379, 477]	1	870	0	1790	0.249398	3.406876	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	9	11	2	 all—	2	[477, 960]	[477, 960]	1	1888	0	464	0.290326	3.118742	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	10	12	2	—the	2	[960, 1169]	[960, 1169]	1	693	0	1888	0.953339	3.535854	0.197541	0.05753	1	0	191	-3.338314
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	11	13	2	the landlord	2	[1169, 17335]	[1169, 17335]	1	1790	0	1888	0.119972	2.743754	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	12	14	2	 landlord said	2	[17335, 531]	[17335, 531]	1	1888	0	1790	0.677308	3.174881	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	13	15	2	 said he	2	[531, 339]	[531, 339]	1	1790	0	1888	0.13759	2.988795	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	14	16	2	 he couldn	2	[339, 3521]	[339, 3521]	1	1790	0	1888	0.418834	3.622033	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	15	17	2	 couldn�	2	[3521, 447]	[3521, 4210]	1	1888	0	1790	0.343979	3.490747	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	16	18	2	’	2	[447, 247]	[447, 247]	1	1888	0	8	0.285729	3.086698	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	17	19	2	�t	2	[247, 83]	[4210, 83]	1	693	0	1790	0.652464	3.559106	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	18	20	2	t afford	2	[83, 5368]	[83, 5368]	1	1790	0	1888	0.052558	2.915318	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	19	21	2	 afford it	2	[5368, 340]	[5368, 340]	1	1888	0	1790	0.30129	3.179889	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	20	22	2	 it.	2	[340, 13]	[340, 13]	1	1888	0	1790	0.278392	3.456257	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	0	3	3	It was cold	3	[1026, 373, 4692]	[1026, 373, 4692]	1	38	1	1888	0.301422	3.433705	3.433705	1.0	3	1	1	1.253896
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	1	4	3	 was cold as	3	[373, 4692, 355]	[373, 4692, 355]	1	1790	0	1888	0.142813	3.289209	1.706605	0.497015	2	0	3	-1.150042
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	2	5	3	 cold as Iceland	3	[4692, 355, 17333]	[4692, 355, 17333]	1	2864	0	1888	0.197891	3.055446	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	3	6	3	 as Iceland—	3	[355, 17333, 960]	[355, 17333, 960]	1	1888	0	1790	0.120653	2.794766	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	4	7	3	 Iceland—no	3	[17333, 960, 3919]	[17333, 960, 3919]	1	1888	0	2256	0.980291	3.34116	0.310138	0.090322	2	0	124	-2.206046
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	5	8	3	—no fire	3	[960, 3919, 2046]	[960, 3919, 2046]	1	693	0	1888	0.953339	3.535854	0.209321	0.060961	3	0	148	-2.111201
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	6	9	3	no fire at	3	[3919, 2046, 379]	[3919, 2046, 379]	1	1888	0	2256	0.107754	2.468623	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	7	10	3	 fire at all	3	[2046, 379, 477]	[2046, 379, 477]	1	1888	0	1790	0.365954	2.91802	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	8	11	3	 at all—	3	[379, 477, 960]	[379, 477, 960]	1	870	0	1790	0.249398	3.406876	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	9	12	3	 all—the	3	[477, 960, 1169]	[477, 960, 1169]	1	1888	0	464	0.290326	3.118742	0.157068	0.045743	3	0	187	-2.497693
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	10	13	3	—the landlord	3	[960, 1169, 17335]	[960, 1169, 17335]	1	693	0	1888	0.953339	3.535854	0.197541	0.05753	1	0	191	-3.338314
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	11	14	3	the landlord said	3	[1169, 17335, 531]	[1169, 17335, 531]	1	1790	0	1888	0.119972	2.743754	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	12	15	3	 landlord said he	3	[17335, 531, 339]	[17335, 531, 339]	1	1888	0	1100	0.453736	3.174881	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	13	16	3	 said he couldn	3	[531, 339, 3521]	[531, 339, 3521]	1	1790	0	1888	0.13759	2.988795	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	14	17	3	 he couldn�	3	[339, 3521, 447]	[339, 3521, 4210]	1	1790	0	1888	0.418834	3.622033	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	15	18	3	 couldn’	3	[3521, 447, 247]	[3521, 447, 247]	1	8	0	1888	0.255721	3.746469	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	16	19	3	’t	3	[447, 247, 83]	[447, 247, 83]	1	1888	0	8	0.285729	3.086698	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	17	20	3	�t afford	3	[247, 83, 5368]	[4210, 83, 5368]	1	693	0	1790	0.652464	3.559106	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	18	21	3	t afford it	3	[83, 5368, 340]	[83, 5368, 340]	1	1790	0	1888	0.052558	2.915318	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	19	22	3	 afford it.	3	[5368, 340, 13]	[5368, 340, 13]	1	1888	0	1790	0.30129	3.179889	0.178642	0.052026	3	0	158	-2.492918
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	0	4	4	It was cold as	4	[1026, 373, 4692, 355]	[1026, 373, 4692, 355]	1	38	1	1888	0.301422	3.433705	3.433705	1.0	3	1	1	1.253896
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	1	5	4	 was cold as Iceland	4	[373, 4692, 355, 17333]	[373, 4692, 355, 17333]	1	1790	0	1888	0.142813	3.289209	1.706605	0.497015	2	0	3	-1.150042
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	2	6	4	 cold as Iceland—	4	[4692, 355, 17333, 960]	[4692, 355, 17333, 960]	1	2864	0	1888	0.197891	3.055446	0.207501	0.060431	4	0	160	-2.232705
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	3	7	4	 as Iceland—no	4	[355, 17333, 960, 3919]	[355, 17333, 960, 3919]	1	1888	0	1790	0.120654	2.794766	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	4	8	4	 Iceland—no fire	4	[17333, 960, 3919, 2046]	[17333, 960, 3919, 2046]	1	1888	0	2256	0.98029	3.341159	0.330084	0.096131	4	0	92	-2.02933
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	5	9	4	—no fire at	4	[960, 3919, 2046, 379]	[960, 3919, 2046, 379]	1	693	0	1888	0.953339	3.535853	0.20932	0.06096	3	0	148	-2.111203
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	6	10	4	no fire at all	4	[3919, 2046, 379, 477]	[3919, 2046, 379, 477]	1	550	0	1888	0.22263	2.691253	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	7	11	4	 fire at all—	4	[2046, 379, 477, 960]	[2046, 379, 477, 960]	1	1888	0	1790	0.365955	2.918021	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	8	12	4	 at all—the	4	[379, 477, 960, 1169]	[379, 477, 960, 1169]	1	870	0	1790	0.249398	3.406874	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	9	13	4	 all—the landlord	4	[477, 960, 1169, 17335]	[477, 960, 1169, 17335]	1	1888	0	464	0.29033	3.118743	0.157066	0.045742	3	0	187	-2.497695
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	10	14	4	—the landlord said	4	[960, 1169, 17335, 531]	[960, 1169, 17335, 531]	1	693	0	1888	0.953339	3.535853	0.197541	0.05753	1	0	191	-3.338313
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	11	15	4	the landlord said he	4	[1169, 17335, 531, 339]	[1169, 17335, 531, 339]	1	1790	0	1888	0.119975	2.743754	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	12	16	4	 landlord said he couldn	4	[17335, 531, 339, 3521]	[17335, 531, 339, 3521]	1	1888	0	1100	0.453737	3.17488	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	13	17	4	 said he couldn�	4	[531, 339, 3521, 447]	[531, 339, 3521, 4210]	1	1790	0	1888	0.137594	2.988798	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	14	18	4	 he couldn’	4	[339, 3521, 447, 247]	[339, 3521, 447, 247]	1	8	0	1790	0.119041	3.74107	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	15	19	4	 couldn’t	4	[3521, 447, 247, 83]	[3521, 447, 247, 83]	1	8	0	1888	0.255719	3.746467	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	16	20	4	’t afford	4	[447, 247, 83, 5368]	[447, 247, 83, 5368]	1	1888	0	8	0.28573	3.086697	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	17	21	4	�t afford it	4	[247, 83, 5368, 340]	[4210, 83, 5368, 340]	1	693	0	1790	0.652465	3.559106	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	18	22	4	t afford it.	4	[83, 5368, 340, 13]	[83, 5368, 340, 13]	1	1790	0	1888	0.052558	2.915318	0.240746	0.070113	4	0	127	-2.494683
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	0	5	5	It was cold as Iceland	5	[1026, 373, 4692, 355, 17333]	[1026, 373, 4692, 355, 17333]	1	38	1	1888	0.301421	3.433703	3.433703	0.999999	3	1	1	1.253894
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	1	6	5	 was cold as Iceland—	5	[373, 4692, 355, 17333, 960]	[373, 4692, 355, 17333, 960]	1	1790	0	1888	0.142812	3.289209	1.706606	0.497016	2	0	3	-1.150041
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	2	7	5	 cold as Iceland—no	5	[4692, 355, 17333, 960, 3919]	[4692, 355, 17333, 960, 3919]	1	2864	0	1888	0.197894	3.055448	0.207501	0.060431	4	0	160	-2.232705
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	3	8	5	 as Iceland—no fire	5	[355, 17333, 960, 3919, 2046]	[355, 17333, 960, 3919, 2046]	1	1888	0	1790	0.120654	2.794766	0.21762	0.063378	5	0	141	-2.077717
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	4	9	5	 Iceland—no fire at	5	[17333, 960, 3919, 2046, 379]	[17333, 960, 3919, 2046, 379]	1	1888	0	2256	0.98029	3.341159	0.330084	0.096131	4	0	92	-2.02933
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	5	10	5	—no fire at all	5	[960, 3919, 2046, 379, 477]	[960, 3919, 2046, 379, 477]	1	693	0	550	0.884013	3.535853	0.20932	0.06096	3	0	148	-2.111203
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	6	11	5	no fire at all—	5	[3919, 2046, 379, 477, 960]	[3919, 2046, 379, 477, 960]	1	550	0	1888	0.127743	2.691253	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	7	12	5	 fire at all—the	5	[2046, 379, 477, 960, 1169]	[2046, 379, 477, 960, 1169]	1	1888	0	1790	0.365955	2.918021	0.189183	0.055096	5	0	148	-2.302048
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	8	13	5	 at all—the landlord	5	[379, 477, 960, 1169, 17335]	[379, 477, 960, 1169, 17335]	1	870	0	1790	0.249398	3.406874	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	9	14	5	 all—the landlord said	5	[477, 960, 1169, 17335, 531]	[477, 960, 1169, 17335, 531]	1	1888	0	464	0.29033	3.118743	0.157066	0.045742	3	0	187	-2.497695
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	10	15	5	—the landlord said he	5	[960, 1169, 17335, 531, 339]	[960, 1169, 17335, 531, 339]	1	693	0	1888	0.953339	3.535853	0.197541	0.05753	1	0	191	-3.338313
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	11	16	5	the landlord said he couldn	5	[1169, 17335, 531, 339, 3521]	[1169, 17335, 531, 339, 3521]	1	1790	0	1888	0.119975	2.743754	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	12	17	5	 landlord said he couldn�	5	[17335, 531, 339, 3521, 447]	[17335, 531, 339, 3521, 4210]	1	1888	0	1100	0.453737	3.17488	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	13	18	5	 said he couldn’	5	[531, 339, 3521, 447, 247]	[531, 339, 3521, 447, 247]	1	8	0	1790	0.610107	3.598905	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	14	19	5	 he couldn’t	5	[339, 3521, 447, 247, 83]	[339, 3521, 447, 247, 83]	1	8	0	1790	0.119041	3.74107	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	15	20	5	 couldn’t afford	5	[3521, 447, 247, 83, 5368]	[3521, 447, 247, 83, 5368]	1	8	0	1888	0.255719	3.746467	0.116321	0.033876	0	0	985	-2.244549
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	16	21	5	’t afford it	5	[447, 247, 83, 5368, 340]	[447, 247, 83, 5368, 340]	1	1888	0	8	0.28573	3.086697	0.139891	0.040741	5	0	262	-2.309436
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	17	22	5	�t afford it.	5	[247, 83, 5368, 340, 13]	[4210, 83, 5368, 340, 13]	1	693	0	1790	0.652465	3.559106	0.2814	0.081952	5	0	109	-2.245476
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	0	6	6	It was cold as Iceland—	6	[1026, 373, 4692, 355, 17333, 960]	[1026, 373, 4692, 355, 17333, 960]	1	38	1	1888	0.301421	3.433703	3.433703	0.999999	3	1	1	1.253894
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	1	7	6	 was cold as Iceland—no	6	[373, 4692, 355, 17333, 960, 3919]	[373, 4692, 355, 17333, 960, 3919]	1	1790	0	1888	0.142812	3.289209	1.706606	0.497016	2	0	3	-1.150041
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	2	8	6	 cold as Iceland—no fire	6	[4692, 355, 17333, 960, 3919, 2046]	[4692, 355, 17333, 960, 3919, 2046]	1	2864	0	1888	0.197894	3.055448	0.300293	0.087454	6	0	98	-1.863358
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	3	9	6	 as Iceland—no fire at	6	[355, 17333, 960, 3919, 2046, 379]	[355, 17333, 960, 3919, 2046, 379]	1	1888	0	1790	0.120654	2.794766	0.21762	0.063378	5	0	141	-2.077717
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	4	10	6	 Iceland—no fire at all	6	[17333, 960, 3919, 2046, 379, 477]	[17333, 960, 3919, 2046, 379, 477]	1	1888	0	550	0.718347	3.341159	0.330084	0.096131	4	0	92	-2.02933
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	5	11	6	—no fire at all—	6	[960, 3919, 2046, 379, 477, 960]	[960, 3919, 2046, 379, 477, 960]	1	693	0	232	0.742134	3.535853	0.20932	0.06096	3	0	148	-2.111203
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	6	12	6	no fire at all—the	6	[3919, 2046, 379, 477, 960, 1169]	[3919, 2046, 379, 477, 960, 1169]	1	550	0	1888	0.127743	2.691253	0.214034	0.062333	6	0	111	-2.262649
MELVILLE_ICELAND	It was cold as Iceland—no fire at all—the landlord said he couldn’t afford it.	7	13	6	 fire at all—the landlord	6	[2046, 379, 477, 960, 1169, 17335]	[2046, 379, 477, 960, 1169, 17335]	1	1888	0	1790	0.365955	2.918021	0.189183	0.055096	5	0	148	-2.302048
